	
date,max_temp,min_temp,precip,snow,usgs_well,comments
1990-11-06,14.50,6.00,0.00,0.00,40.13,
1990-11-07,13.00,-3.00,0.00,0.00,40.17,
1990-11-08,9.50,1.50,0.00,0.00,40.23,
1990-11-09,11.50,-3.50,0.00,0.00,40.25,
1990-11-10,10.00,4.50,0.68,0.00,40.24,
1990-11-11,14.00,3.00,0.00,0.00,40.26,
1990-11-12,11.00,1.50,0.00,0.00,40.32,
1990-11-13,9.00,0.00,0.00,0.00,40.39,
1990-11-14,14.00,-4.00,0.00,0.00,40.43,
1990-11-15,24.00,-3.00,0.00,0.00,40.46,
1990-11-16,24.00,2.00,0.00,0.00,40.48,
1990-11-17,12.50,7.50,0.11,0.00,40.53,
1990-11-18,10.50,-5.50,0.00,0.00,40.57,
1990-11-19,15.00,-7.50,0.00,0.00,40.61,
1990-11-20,15.00,0.50,0.00,0.00,40.66,
1990-11-21,15.00,-5.00,0.00,0.00,40.68,
1990-11-22,17.00,-3.50,0.00,0.00,40.69,
1990-11-23,20.00,6.50,0.14,0.00,40.71,
1990-11-24,15.00,4.50,0.00,0.00,40.75,
1990-11-25,23.00,2.00,0.00,0.00,40.79,
1990-11-26,24.00,2.00,0.00,0.00,40.83,
1990-11-27,21.00,2.50,0.00,0.00,40.84,
1990-11-28,23.00,5.50,0.00,0.00,40.87,
1990-11-29,18.00,5.00,0.00,0.00,40.91,
1990-11-30,11.00,-3.00,0.00,0.00,40.93,
1990-12-01,19.50,-7.50,0.00,0.00,40.95,
1990-12-02,14.00,-0.50,0.00,0.00,40.99,
1990-12-03,10.00,3.00,0.77,0.00,41.00,
1990-12-04,7.00,2.00,0.00,0.00,40.98,
1990-12-05,9.50,-2.50,0.00,0.00,40.99,
1990-12-06,15.00,-6.00,0.00,0.00,41.02,
1990-12-07,9.00,-3.00,0.00,0.00,41.05,
1990-12-08,10.50,-3.00,0.00,0.00,41.08,
1990-12-09,14.00,-4.00,0.00,0.00,41.11,
1990-12-10,16.50,-2.50,0.00,0.00,41.14,
1990-12-11,11.00,-5.50,0.00,0.00,41.15,
1990-12-12,15.00,-6.00,0.00,0.00,41.17,
1990-12-13,19.00,-6.50,0.00,0.00,41.21,
1990-12-14,5.00,-5.00,0.00,0.00,41.25,
1990-12-15,10.00,-5.00,0.48,0.00,41.26,
1990-12-16,10.00,2.00,0.00,0.00,41.28,
1990-12-17,14.50,-3.50,0.23,0.00,41.30,
1990-12-18,18.50,3.50,0.11,0.00,41.30,
1990-12-19,10.50,5.50,0.00,0.00,41.33,
1990-12-20,7.00,-5.50,0.00,0.00,41.36,
1990-12-21,16.00,-1.00,0.22,0.00,41.37,
1990-12-22,20.00,4.50,0.00,0.00,41.34,
1990-12-23,20.00,14.00,0.53,0.00,41.32,
1990-12-24,2.50,0.00,0.00,0.00,41.28,
1990-12-25,4.00,-11.00,0.00,0.00,41.15,
1990-12-26,4.50,-10.00,0.00,0.00,41.10,
1990-12-27,-2.00,-8.00,0.00,0.00,41.07,
1990-12-28,2.00,-6.00,0.31,9.00,41.02,
1990-12-29,12.00,-6.00,0.00,0.00,40.96,
1990-12-30,17.00,1.00,0.30,0.00,40.91,
1990-12-31,5.00,3.50,0.00,0.00,40.37,
1991-01-01,3.00,-9.50,0.00,0.00,39.03,
1991-01-02,9.00,-10.00,0.00,0.00,38.76,
1991-01-03,6.00,-4.50,0.00,0.00,38.61,
1991-01-04,4.50,-6.00,0.00,0.00,38.54,
1991-01-05,7.00,-9.00,0.00,0.00,38.49,
1991-01-06,9.00,0.50,0.04,0.00,38.45,
1991-01-07,1.50,0.00,1.14,4.50,38.45,Rain changed to snow (6 inch  snow at 5:00 p.m.)
1991-01-08,-1.50,-14.50,0.14,1.50,38.42,1/4 inch  sleet
1991-01-09,5.00,-8.50,0.00,0.00,38.37,
1991-01-10,6.00,-2.50,0.00,0.00,38.33,
1991-01-11,1.00,-2.00,1.10,3.50,38.28,Snow changed to sleet and freezing rain
1991-01-12,5.00,-2.00,0.10,0.00,38.06,
1991-01-13,2.00,-1.50,0.00,0.00,37.46,
1991-01-14,8.00,-10.50,0.00,0.00,37.17,
1991-01-15,11.50,-3.00,0.00,0.00,36.94,
1991-01-16,8.00,2.50,0.20,0.00,36.78,
1991-01-17,7.00,2.00,0.00,0.00,36.08,
1991-01-18,7.00,-2.00,0.00,0.00,35.57,
1991-01-19,13.50,-3.50,0.00,0.00,35.25,
1991-01-20,12.50,0.50,0.00,0.00,35.07,
1991-01-21,4.00,0.50,0.00,0.00,35.02,
1991-01-22,-1.00,-11.00,0.00,0.00,35.06,
1991-01-23,5.00,-12.50,0.00,0.00,35.08,
1991-01-24,5.50,-2.50,0.00,0.00,35.18,
1991-01-25,0.00,-12.00,0.00,0.00,35.26,
1991-01-26,6.00,-13.50,0.00,0.00,35.30,
1991-01-27,10.00,-9.00,0.00,0.00,35.36,
1991-01-28,12.00,1.50,0.00,0.00,35.50,
1991-01-29,13.50,-3.00,0.00,0.00,35.60,
1991-01-30,14.00,2.50,0.07,0.00,35.68,
1991-01-31,4.00,0.50,0.00,0.00,35.87,
1991-02-01,11.50,-9.00,0.00,0.00,35.98,
1991-02-02,13.50,-9.00,0.00,0.00,36.05,
1991-02-03,20.00,-4.00,0.00,0.00,36.14,
1991-02-04,22.00,-4.00,0.00,0.00,36.22,
1991-02-05,23.00,2.00,0.00,0.00,36.30,
1991-02-06,15.00,2.00,0.40,0.00,36.36,
1991-02-07,10.50,8.50,0.02,0.00,36.44,
1991-02-08,11.00,4.50,0.00,0.00,36.51,
1991-02-09,13.00,-5.00,0.00,0.00,36.57,
1991-02-10,9.50,-2.50,0.00,0.00,36.63,
1991-02-11,4.00,-2.50,0.00,0.00,36.73,
1991-02-12,4.50,-9.00,0.00,0.00,36.78,
1991-02-13,9.00,-6.00,0.15,0.00,36.78,
1991-02-14,10.50,3.00,0.00,0.00,36.82,Snow flurries
1991-02-15,0.00,-3.50,0.00,0.00,36.94,
1991-02-16,2.50,-11.50,0.00,0.00,37.02,
1991-02-17,8.50,-10.00,0.03,0.00,37.09,
1991-02-18,10.00,0.50,0.04,0.00,37.14,
1991-02-19,18.00,2.00,0.09,0.00,37.17,
1991-02-20,17.00,8.50,0.01,0.00,37.23,
1991-02-21,19.50,-4.00,0.00,0.00,37.26,
1991-02-22,20.00,1.00,0.00,0.00,37.31,
1991-02-23,4.50,-2.00,0.00,0.00,37.38,
1991-02-24,11.00,-5.00,0.00,0.00,37.40,
1991-02-25,8.50,1.00,0.09,0.25,37.43,
1991-02-26,4.50,-0.50,0.00,0.00,37.47,Snow flurries
1991-02-27,6.00,-6.50,0.00,0.00,37.52,
1991-02-28,15.00,-6.50,0.00,0.00,37.57,
1991-03-01,21.00,-2.50,0.00,0.00,37.59,
1991-03-02,25.00,11.00,0.08,0.00,37.59,
1991-03-03,17.00,7.00,1.09,0.00,37.62,
1991-03-04,10.50,5.00,0.00,0.00,37.58,
1991-03-05,16.50,1.50,0.00,0.00,37.31,
1991-03-06,13.50,-2.50,0.00,0.00,37.24,
1991-03-07,11.00,5.00,0.21,0.00,37.10,
1991-03-08,9.00,-2.50,0.00,0.00,37.06,
1991-03-09,10.50,-7.00,0.00,0.00,37.03,
1991-03-10,8.50,-5.50,0.00,0.00,37.03,
1991-03-11,7.50,-2.00,0.00,0.00,37.02,
1991-03-12,10.00,-7.50,0.00,0.00,37.03,
1991-03-13,2.00,-2.00,0.15,0.00,37.02,
1991-03-14,5.00,-1.00,0.02,0.00,37.06,
1991-03-15,8.50,-5.00,0.00,0.00,37.14,
1991-03-16,14.00,-5.50,0.00,0.00,37.19,
1991-03-17,18.50,-5.50,0.20,0.00,37.20,
1991-03-18,12.50,3.00,0.00,0.00,37.19,
1991-03-19,13.00,5.50,0.00,0.00,37.24,
1991-03-20,18.00,4.00,0.00,0.00,37.29,
1991-03-21,22.00,7.00,0.12,0.00,37.31,
1991-03-22,17.00,6.50,0.19,0.00,37.35,
1991-03-23,18.50,6.50,1.77,0.00,37.35,Thunderstorm
1991-03-24,18.00,3.00,0.24,0.00,35.16,
1991-03-25,18.00,5.00,0.00,0.00,34.66,
1991-03-26,16.00,-2.00,0.11,0.00,34.44,Thunderstorm
1991-03-27,22.00,7.00,0.00,0.00,34.27,
1991-03-28,24.00,12.00,0.00,0.00,34.22,
1991-03-29,15.00,7.00,0.02,0.00,34.23,
1991-03-30,12.00,0.00,0.35,0.50,34.38,
1991-03-31,13.00,-6.00,0.00,0.00,34.41,
1991-04-01,13.50,-1.50,0.00,0.00,34.48,
1991-04-02,10.00,-1.50,0.00,0.00,34.59,
1991-04-03,17.00,-6.00,0.00,0.00,34.67,
1991-04-04,22.50,-1.00,0.00,0.00,34.72,
1991-04-05,22.50,12.00,0.12,0.00,34.79,
1991-04-06,26.50,5.00,0.00,0.00,34.86,
1991-04-07,31.00,6.00,0.00,0.00,34.93,
1991-04-08,32.00,10.00,0.00,0.00,34.99,
1991-04-09,,14.00,0.14,0.00,35.06,Thunderstorm
1991-04-10,22.00,,0.00,0.00,35.19,Readings not taken
1991-04-11,17.50,4.00,0.00,0.00,35.28,
1991-04-12,16.00,0.00,0.00,0.00,35.36,
1991-04-13,8.00,5.00,0.80,0.00,35.39,
1991-04-14,10.00,5.00,0.07,0.00,35.44,
1991-04-15,20.00,6.00,0.22,0.00,35.44,
1991-04-16,26.50,4.00,0.00,0.00,35.51,
1991-04-17,30.50,5.00,0.00,0.00,35.58,
1991-04-18,19.00,3.00,0.00,0.00,35.65,
1991-04-19,10.50,7.50,0.00,0.00,35.70,
1991-04-20,11.00,6.50,0.19,0.00,35.73,
1991-04-21,12.00,7.00,0.10,0.00,35.75,
1991-04-22,17.00,6.50,0.00,0.00,35.83,
1991-04-23,22.00,1.00,0.00,0.00,35.90,
1991-04-24,,6.50,0.05,0.00,35.99,
1991-04-25,22.50,0.00,0.00,0.00,36.06,Readings not taken
1991-04-26,26.00,8.50,0.00,0.00,36.09,
1991-04-27,28.00,9.00,0.00,0.00,36.13,
1991-04-28,28.00,13.00,0.00,0.00,36.20,
1991-04-29,24.50,12.00,0.03,0.00,36.25,
1991-04-30,29.00,13.00,0.01,0.00,36.29,
1991-05-01,29.00,6.00,0.00,0.00,36.33,
1991-05-02,21.00,12.00,0.00,0.00,36.39,
1991-05-03,21.00,5.00,0.02,0.00,36.45,
1991-05-04,22.00,6.00,0.00,0.00,36.51,
1991-05-05,24.00,6.00,0.00,0.00,36.54,
1991-05-06,28.00,13.00,0.13,0.00,36.59,Thunderstorm
1991-05-07,22.00,8.50,0.00,0.00,36.66,
1991-05-08,27.50,4.00,0.00,0.00,36.70,
1991-05-09,20.00,13.50,0.23,0.00,36.74,
1991-05-10,27.00,10.00,0.00,0.00,36.78,
1991-05-11,27.00,12.00,0.00,0.00,36.81,
1991-05-12,32.00,11.00,0.00,0.00,36.82,
1991-05-13,32.00,15.50,0.02,0.00,36.85,Thunderstorm
1991-05-14,31.50,23.25,0.10,0.00,36.89,Thunderstorm
1991-05-15,31.00,13.00,0.00,0.00,36.94,
1991-05-16,30.50,12.00,0.00,0.00,36.97,
1991-05-17,31.50,15.00,0.00,0.00,37.00,
1991-05-18,23.00,17.50,0.00,0.00,37.07,Thunderstorm
1991-05-19,16.00,11.00,0.02,0.00,37.11,
1991-05-20,23.00,11.00,0.00,0.00,37.13,
1991-05-21,28.00,9.50,0.00,0.00,37.14,
1991-05-22,31.00,14.00,0.00,0.00,37.17,
1991-05-23,32.00,14.00,0.00,0.00,37.20,
1991-05-24,32.50,15.00,0.01,0.00,37.22,
1991-05-25,34.50,16.50,0.00,0.00,37.26,
1991-05-26,34.00,17.50,0.00,0.00,37.30,
1991-05-27,34.50,18.00,0.05,0.00,37.33,
1991-05-28,32.50,22.00,0.00,0.00,37.37,
1991-05-29,34.50,17.50,0.00,0.00,37.40,
1991-05-30,36.00,19.50,0.00,0.00,37.42,
1991-05-31,35.00,21.00,0.00,0.00,37.45,
1991-06-01,32.50,19.00,0.97,0.00,37.48,Thunderstorm
1991-06-02,31.00,19.50,0.08,0.00,37.51,Thunderstorm
1991-06-03,28.50,20.00,0.00,0.00,37.53,
1991-06-04,25.50,17.50,0.00,0.00,37.57,
1991-06-05,24.00,7.50,0.00,0.00,37.62,
1991-06-06,25.00,6.00,0.00,0.00,37.66,
1991-06-07,27.00,7.00,0.00,0.00,37.68,
1991-06-08,30.00,7.00,0.00,0.00,37.71,
1991-06-09,28.00,7.00,0.00,0.00,37.75,
1991-06-10,32.50,7.00,0.00,0.00,37.78,
1991-06-11,32.50,14.50,0.00,0.00,37.81,
1991-06-12,30.50,19.00,0.00,0.00,37.83,
1991-06-13,30.50,11.00,0.00,0.00,37.87,
1991-06-14,32.50,17.00,0.00,0.00,37.91,
1991-06-15,36.00,12.50,0.00,0.00,37.94,
1991-06-16,36.00,20.00,0.30,0.00,37.99,Thunderstorm
1991-06-17,32.50,20.00,0.15,0.00,38.03,Thunderstorm
1991-06-18,23.50,21.00,0.00,0.00,38.08,
1991-06-19,31.00,17.00,0.00,0.00,38.11,
1991-06-20,32.50,14.50,0.00,0.00,38.13,Readings taken at 3:00 p.m.
1991-06-21,35.00,16.00,0.00,0.00,38.16,
1991-06-22,29.00,21.00,0.00,0.00,38.19,
1991-06-23,24.00,16.50,0.51,0.00,38.24,
1991-06-24,27.00,11.50,0.00,0.00,38.27,
1991-06-25,29.00,11.00,0.00,0.00,38.31,
1991-06-26,29.00,11.00,0.00,0.00,38.34,
1991-06-27,31.00,12.00,0.00,0.00,38.37,
1991-06-28,35.00,15.00,0.00,0.00,38.40,
1991-06-29,35.50,20.50,0.00,0.00,38.44,
1991-06-30,36.00,21.00,0.00,0.00,38.46,
1991-07-01,31.00,23.00,0.00,0.00,38.51,
1991-07-02,34.00,20.00,0.00,0.00,38.54,
1991-07-03,22.00,17.50,0.00,0.00,38.58,
1991-07-04,26.00,15.00,0.51,0.00,38.61,Thunderstorm
1991-07-05,30.50,21.00,0.00,0.00,38.64,
1991-07-06,35.00,16.00,0.00,0.00,38.68,
1991-07-07,37.50,18.00,0.00,0.00,38.72,
1991-07-08,34.50,21.00,0.00,0.00,38.75,
1991-07-09,32.00,20.00,0.00,0.00,38.80,
1991-07-10,27.50,18.50,0.09,0.00,38.83,
1991-07-11,33.00,18.00,0.11,0.00,38.87,
1991-07-12,31.00,14.00,0.00,0.00,38.90,
1991-07-13,34.50,21.00,0.00,0.00,38.94,
1991-07-14,32.00,20.00,0.00,0.00,39.00,
1991-07-15,33.00,11.50,0.00,0.00,39.05,
1991-07-16,34.00,12.00,0.00,0.00,39.08,
1991-07-17,35.00,16.00,0.00,0.00,39.13,
1991-07-18,36.50,17.50,0.00,0.00,39.15,
1991-07-19,36.00,22.00,0.00,0.00,39.20,
1991-07-20,37.00,20.00,0.00,0.00,39.24,
1991-07-21,38.50,22.00,0.00,0.00,39.29,
1991-07-22,36.50,23.00,0.17,0.00,39.34,Thunderstorm
1991-07-23,38.50,21.50,0.00,0.00,39.38,
1991-07-24,34.50,21.00,0.00,0.00,39.42,
1991-07-25,34.00,20.00,0.01,0.00,39.47,
1991-07-26,33.00,22.00,0.00,0.00,39.52,
1991-07-27,30.00,20.00,0.00,0.00,39.57,
1991-07-28,30.00,14.50,0.00,0.00,39.62,
1991-07-29,24.00,16.50,0.41,0.00,39.67,
1991-07-30,28.00,17.50,0.00,0.00,39.70,
1991-07-31,32.00,17.00,0.00,0.00,39.75,
1991-08-01,35.00,13.50,0.00,0.00,39.79,
1991-08-02,37.50,17.50,0.00,0.00,39.84,
1991-08-03,38.00,19.00,0.00,0.00,39.88,
1991-08-04,32.00,22.50,0.09,0.00,39.92,
1991-08-05,31.50,15.50,0.00,0.00,39.99,
1991-08-06,32.00,12.00,0.00,0.00,40.04,
1991-08-07,30.00,20.50,0.00,0.00,40.07,
1991-08-08,33.00,17.00,0.00,0.00,40.11,
1991-08-09,31.00,20.00,0.50,0.00,40.15,Thunderstorm (Readings taken at 3:30 p.m.)
1991-08-10,31.50,20.50,0.00,0.00,40.20,
1991-08-11,32.00,14.00,0.00,0.00,40.26,Readings taken at 2:30 p.m.
1991-08-12,32.00,13.00,0.00,0.00,40.31,
1991-08-13,32.00,14.00,0.00,0.00,40.36,
1991-08-14,30.00,17.50,0.00,0.00,40.41,
1991-08-15,32.00,19.00,0.01,0.00,40.46,Thunderstorm
1991-08-16,29.00,16.50,0.00,0.00,40.49,
1991-08-17,35.00,16.50,0.00,0.00,40.53,
1991-08-18,34.00,19.00,0.54,0.00,40.58,Thunderstorm
1991-08-19,32.50,20.00,0.42,0.00,40.64,
1991-08-20,30.00,19.00,0.00,0.00,40.69,
1991-08-21,28.00,14.00,0.00,0.00,40.74,
1991-08-22,31.00,11.50,0.00,0.00,40.78,
1991-08-23,33.00,14.50,0.00,0.00,40.84,
1991-08-24,32.00,15.50,0.00,0.00,40.87,
1991-08-25,28.00,18.00,0.00,0.00,40.90,
1991-08-26,29.50,17.50,0.00,0.00,40.94,
1991-08-27,34.00,16.00,0.00,0.00,40.98,
1991-08-28,35.00,20.00,0.00,0.00,41.01,
1991-08-29,36.00,20.00,0.00,0.00,41.04,
1991-08-30,37.50,20.00,0.00,0.00,41.08,
1991-08-31,35.00,22.50,0.00,0.00,41.11,
1991-09-01,27.00,14.50,0.00,0.00,41.17,
1991-09-02,26.50,9.00,0.00,0.00,41.21,
1991-09-03,29.00,12.00,0.00,0.00,41.26,
1991-09-04,32.50,14.50,1.48,0.00,41.29,Thunderstorm
1991-09-05,29.50,17.50,0.00,0.00,41.31,
1991-09-06,25.00,16.50,0.65,0.00,41.33,Thunderstorm
1991-09-07,30.00,12.50,0.00,0.00,41.37,
1991-09-08,31.50,14.00,0.00,0.00,41.40,
1991-09-09,31.00,14.00,0.00,0.00,41.43,
1991-09-10,30.00,18.00,0.01,0.00,41.46,Thunderstorm
1991-09-11,30.00,18.00,0.00,0.00,41.50,
1991-09-12,27.50,13.00,0.00,0.00,41.54,
1991-09-13,29.50,11.00,0.00,0.00,41.58,
1991-09-14,32.00,19.00,0.00,0.00,41.61,
1991-09-15,30.50,20.00,0.00,0.00,41.65,
1991-09-16,36.50,19.00,0.00,0.00,41.69,
1991-09-17,35.50,19.50,0.02,0.00,41.74,Thunderstorm
1991-09-18,33.00,19.00,0.03,0.00,41.77,
1991-09-19,17.50,16.00,0.00,0.00,41.81,
1991-09-20,21.50,3.50,0.00,0.00,41.85,
1991-09-21,20.00,3.00,0.00,0.00,41.88,
1991-09-22,24.00,2.00,0.00,0.00,41.92,
1991-09-23,20.50,13.00,0.20,0.00,41.95,
1991-09-24,22.50,10.00,0.00,0.00,41.98,
1991-09-25,20.00,15.50,0.25,0.00,42.01,
1991-09-26,23.00,7.00,0.25,0.00,42.04,
1991-09-27,21.00,5.50,0.00,0.00,42.09,
1991-09-28,23.00,0.00,0.00,0.00,42.13,
1991-09-29,28.00,4.50,0.00,0.00,42.17,
1991-09-30,24.00,6.00,0.00,0.00,42.21,
1991-10-01,29.00,7.00,0.00,0.00,42.25,
1991-10-02,30.00,11.50,0.00,0.00,42.28,
1991-10-03,29.50,16.00,0.00,0.00,42.32,
1991-10-04,31.50,13.00,0.00,0.00,42.37,
1991-10-05,29.00,13.00,0.00,0.00,42.40,
1991-10-06,18.00,10.00,0.95,0.00,42.43,
1991-10-07,16.00,6.00,0.00,0.00,42.46,
1991-10-08,20.50,0.50,0.00,0.00,42.51,light frost
1991-10-09,23.00,1.00,0.00,0.00,42.55,light frost
1991-10-10,25.00,4.50,0.00,0.00,42.59,
1991-10-11,16.50,12.00,0.15,0.00,42.62,
1991-10-12,18.00,3.00,0.10,0.00,42.67,
1991-10-13,16.00,5.00,0.00,0.00,42.72,
1991-10-14,19.00,-2.00,0.00,0.00,42.76,
1991-10-15,24.00,9.50,0.00,0.00,42.81,
1991-10-16,17.00,8.00,0.00,0.00,42.85,
1991-10-17,16.50,5.00,0.04,0.00,42.89,
1991-10-18,26.50,3.00,0.17,0.00,42.93,
1991-10-19,27.50,5.50,0.00,0.00,42.97,
1991-10-20,14.50,-1.50,0.00,0.00,43.00,
1991-10-21,15.00,-3.50,0.00,0.00,43.04,HEAVY FROST
1991-10-22,24.50,0.00,0.00,0.00,43.08,
1991-10-23,25.50,5.00,0.00,0.00,43.13,
1991-10-24,25.50,10.50,0.00,0.00,43.17,
1991-10-25,25.50,8.50,0.00,0.00,43.21,
1991-10-26,26.00,8.50,0.00,0.00,43.25,
1991-10-27,,9.00,0.00,0.00,43.30,
1991-10-28,27.00,,0.00,0.00,43.33,Readings not taken
1991-10-29,16.00,-3.00,0.00,0.00,43.36,
1991-10-30,20.00,-6.00,0.00,0.00,43.40,
1991-10-31,20.00,-1.50,0.00,0.00,43.45,
1991-11-01,20.50,0.00,0.00,0.00,43.48,
1991-11-02,19.00,7.50,0.00,0.00,43.52,
1991-11-03,12.50,-4.00,0.00,0.00,43.58,
1991-11-04,4.00,0.00,0.00,0.00,43.63,Snow flurries
1991-11-05,7.00,-8.00,0.00,0.00,43.69,
1991-11-06,12.50,-10.00,0.00,0.00,43.76,
1991-11-07,11.00,-5.50,0.00,0.00,43.81,
1991-11-08,4.50,-1.00,0.00,0.00,43.85,
1991-11-09,5.00,-6.00,0.00,0.00,43.91,
1991-11-10,7.00,-0.50,0.27,0.00,43.94,Thunderstorm
1991-11-11,9.00,0.00,0.66,0.00,43.94,
1991-11-12,10.00,-2.00,4.00,0.01,43.98,
1991-11-13,15.00,1.50,0.00,0.00,44.03,
1991-11-14,20.00,-3.00,0.00,0.00,44.05,
1991-11-15,20.00,8.00,0.00,0.00,44.07,
1991-11-16,20.50,8.00,0.00,0.00,44.08,
1991-11-17,11.00,-3.00,0.00,0.00,44.08,
1991-11-18,13.50,-7.00,0.00,0.00,44.10,
1991-11-19,23.00,3.00,0.00,0.00,44.11,
1991-11-20,25.50,10.50,0.00,0.00,44.12,
1991-11-21,22.00,7.50,0.00,0.00,44.14,
1991-11-22,20.00,5.50,1.15,0.00,44.14,
1991-11-23,20.00,6.00,0.00,0.00,44.11,
1991-11-24,9.50,3.50,0.00,0.00,44.14,
1991-11-25,4.00,-0.50,0.00,0.00,44.15,
1991-11-26,4.00,-7.50,0.00,0.00,44.18,
1991-11-27,9.00,-11.00,0.00,0.00,44.18,
1991-11-28,18.50,-3.00,0.00,0.00,44.18,
1991-11-29,24.00,4.00,0.00,0.00,44.18,
1991-11-30,22.50,9.00,0.00,0.00,44.18,
1991-12-01,15.50,13.00,0.62,0.00,44.18,
1991-12-02,17.50,6.00,1.32,0.00,44.18,
1991-12-03,10.00,4.00,0.01,0.00,44.18,Snow flurries
1991-12-04,1.00,-2.00,0.00,0.00,44.18,
1991-12-05,8.00,-8.00,0.00,0.00,44.18,
1991-12-06,11.50,5.00,0.00,0.00,44.18,
1991-12-07,16.00,-6.50,0.00,0.00,44.18,
1991-12-08,19.00,-0.50,0.00,0.00,44.18,
1991-12-09,11.50,8.00,0.79,0.00,44.18,
1991-12-10,11.00,0.50,0.00,0.00,44.18,
1991-12-11,16.00,-4.50,0.00,0.00,44.18,
1991-12-12,12.50,-3.00,0.00,0.00,44.18,
1991-12-13,18.50,4.00,0.00,0.00,44.18,
1991-12-14,18.50,10.00,0.00,0.00,44.18,
1991-12-15,5.00,-1.50,0.00,0.00,44.18,
1991-12-16,1.00,-6.50,0.00,0.00,44.18,
1991-12-17,11.00,-4.00,0.00,0.00,44.18,
1991-12-18,2.00,0.00,0.00,0.00,44.18,Snow flurries
1991-12-19,1.00,-9.00,0.00,0.00,44.20,
1991-12-20,11.00,-14.00,0.00,0.00,44.23,
1991-12-21,9.00,-3.00,0.00,0.00,44.24,
1991-12-22,12.50,-5.00,0.00,0.00,44.27,
1991-12-23,7.50,-6.00,0.30,0.00,44.28,
1991-12-24,5.00,1.00,0.00,0.00,44.28,
1991-12-25,6.00,-4.00,0.00,0.00,44.29,
1991-12-26,7.50,-6.00,0.00,0.00,44.29,
1991-12-27,8.00,-2.50,0.00,0.00,44.31,
1991-12-28,4.00,-8.50,1.32,0.00,44.31,
1991-12-29,8.50,-2.50,0.00,0.00,44.27,
1991-12-30,8.00,-7.00,0.00,0.00,43.68,
1991-12-31,4.00,-7.00,0.00,0.00,43.82,
1992-01-01,6.50,-11.00,0.00,0.00,43.92,
1992-01-02,10.00,-2.00,0.00,0.00,44.01,
1992-01-03,11.50,2.00,0.15,0.00,44.02,
1992-01-04,9.50,5.00,1.04,0.00,44.00,
1992-01-05,9.00,7.00,0.00,0.00,43.78,
1992-01-06,8.50,-5.50,0.00,0.00,43.47,
1992-01-07,7.00,0.00,0.00,0.00,43.69,
1992-01-08,9.00,-5.00,0.00,0.00,43.80,
1992-01-09,11.50,1.00,0.09,0.00,43.85,
1992-01-10,9.00,-5.00,0.00,0.00,43.91,
1992-01-11,8.00,0.50,0.00,0.00,43.94,
1992-01-12,13.00,-6.00,0.00,0.00,43.95,
1992-01-13,16.00,-0.50,0.00,0.00,44.00,
1992-01-14,17.00,5.00,0.08,0.00,44.01,Thunderstorm
1992-01-15,1.50,-6.50,0.00,0.00,44.13,
1992-01-16,-3.00,-10.50,0.01,1.00,44.18,High winds
1992-01-17,5.00,-14.50,0.00,0.00,44.21,
1992-01-18,2.00,-4.00,0.00,0.00,44.24,
1992-01-19,1.00,-13.00,0.00,0.00,44.24,
1992-01-20,8.00,-13.00,0.00,0.00,44.27,
1992-01-21,16.00,-9.00,0.00,0.00,,
1992-01-22,8.00,-5.50,0.00,0.00,,
1992-01-23,7.00,2.00,0.14,0.00,,
1992-01-24,4.50,-1.00,0.00,0.00,,Snow flurries
1992-01-25,0.50,-9.50,0.10,2.00,,
1992-01-26,1.50,-10.00,0.00,0.00,,
1992-01-27,4.00,-11.00,0.00,0.00,,
1992-01-28,8.50,-6.00,0.00,0.00,,
1992-01-29,10.50,-7.00,0.00,0.00,44.33,
1992-01-30,11.50,-7.00,0.00,0.00,44.34,
1992-01-31,7.00,0.00,0.00,0.00,44.36,
1992-02-01,3.50,-0.50,0.00,0.00,44.40,
1992-02-02,6.00,-7.50,0.00,0.00,44.40,
1992-02-03,10.00,-6.50,0.00,0.00,44.41,
1992-02-04,18.00,-6.00,0.00,0.00,44.43,
1992-02-05,5.50,-8.00,0.00,0.00,44.43,
1992-02-06,7.00,-10.00,0.00,0.00,44.43,
1992-02-07,5.50,-8.00,0.00,0.00,44.44,
1992-02-08,5.00,-2.50,0.00,0.00,44.45,Snow flurries
1992-02-09,0.50,-5.50,0.00,0.00,44.44,
1992-02-10,7.50,-14.50,0.00,0.00,44.48,
1992-02-11,15.00,-4.50,0.00,0.00,44.51,
1992-02-12,0.00,-8.00,0.00,0.00,44.50,
1992-02-13,3.00,-5.50,0.23,2.00,44.51,
1992-02-14,11.00,-1.00,0.00,0.00,44.51,
1992-02-15,11.00,-1.50,0.25,0.00,44.51,
1992-02-16,11.00,3.00,0.00,0.00,44.51,
1992-02-17,9.00,-4.00,0.00,0.00,44.48,
1992-02-18,12.50,2.00,0.31,0.00,44.48,
1992-02-19,19.00,2.00,0.00,0.00,44.43,
1992-02-20,11.00,7.00,0.00,0.00,44.37,
1992-02-21,15.00,7.00,0.00,0.00,44.35,
1992-02-22,19.50,-2.00,0.00,0.00,44.39,
1992-02-23,20.00,1.00,0.00,0.00,44.41,
1992-02-24,6.50,5.00,0.41,0.00,44.42,
1992-02-25,6.00,3.00,0.58,0.00,44.36,
1992-02-26,9.00,2.50,0.01,0.00,44.29,
1992-02-27,11.00,-1.00,0.00,0.00,43.81,
1992-02-28,16.50,4.00,0.00,0.00,43.85,
1992-02-29,8.00,-2.50,0.00,0.00,43.95,
1992-03-01,20.00,-8.00,0.00,0.00,44.00,
