DATETIME,AZERO50,AZERO20,AZERO5
06/06/2014 4:45,0.447,0.463,0.428
06/06/2014 5:00,0.447,0.463,0.428
06/06/2014 5:15,0.446,0.463,0.428
06/06/2014 5:30,0.446,0.463,0.428
06/06/2014 5:45,0.446,0.463,0.428
06/06/2014 6:00,0.446,0.463,0.428
06/06/2014 6:15,0.447,0.463,0.428
06/06/2014 6:30,0.447,0.463,0.428
06/06/2014 6:45,0.447,0.463,0.426
06/06/2014 7:00,0.447,0.463,0.426
06/06/2014 7:15,0.447,0.463,0.426
06/06/2014 7:30,0.447,0.463,0.427
06/06/2014 7:45,0.448,0.463,0.427
06/06/2014 8:00,0.448,0.463,0.426
06/06/2014 8:15,0.448,0.463,0.426
06/06/2014 8:30,0.448,0.463,0.426
06/06/2014 8:45,0.448,0.463,0.426
06/06/2014 9:00,0.448,0.463,0.426
06/06/2014 9:15,0.448,0.463,0.426
06/06/2014 9:30,0.448,0.463,0.426
06/06/2014 9:45,0.448,0.463,0.425
06/06/2014 10:00,0.448,0.463,0.426
06/06/2014 10:15,0.448,0.463,0.426
06/06/2014 10:30,0.448,0.463,0.427
06/06/2014 10:45,0.448,0.463,0.429
06/06/2014 11:00,0.448,0.463,0.429
06/06/2014 11:15,0.448,0.463,0.428
06/06/2014 11:30,0.448,0.463,0.428
06/06/2014 11:45,0.448,0.463,0.428
06/06/2014 12:00,0.448,0.463,0.428
06/06/2014 12:15,0.448,0.463,0.428
06/06/2014 12:30,0.448,0.463,0.428
06/06/2014 12:45,0.448,0.463,0.427
06/06/2014 13:00,0.448,0.463,0.426
06/06/2014 13:15,0.449,0.463,0.425
06/06/2014 13:30,0.448,0.463,0.426
06/06/2014 13:45,0.449,0.463,0.426
06/06/2014 14:00,0.449,0.463,0.425
06/06/2014 14:15,0.449,0.462,0.426
06/06/2014 14:30,0.449,0.462,0.424
06/06/2014 14:45,0.449,0.462,0.426
06/06/2014 15:00,0.449,0.462,0.426
06/06/2014 15:15,0.450,0.462,0.426
06/06/2014 15:30,0.450,0.462,0.425
06/06/2014 15:45,0.450,0.462,0.424
06/06/2014 16:00,0.450,0.462,0.423
06/06/2014 16:15,0.450,0.462,0.425
06/06/2014 16:30,0.450,0.462,0.426
06/06/2014 16:45,0.450,0.462,0.426
06/06/2014 17:00,0.450,0.462,0.426
06/06/2014 17:15,0.450,0.462,0.426
06/06/2014 17:30,0.450,0.460,0.425
06/06/2014 17:45,0.450,0.460,0.424
06/06/2014 18:00,0.450,0.460,0.423
06/06/2014 18:15,0.450,0.460,0.423
06/06/2014 18:30,0.450,0.460,0.424
06/06/2014 18:45,0.450,0.460,0.425
06/06/2014 19:00,0.450,0.460,0.426
06/06/2014 19:15,0.450,0.460,0.424
06/06/2014 19:30,0.450,0.460,0.425
06/06/2014 19:45,0.450,0.460,0.426
06/06/2014 20:00,0.450,0.460,0.426
06/06/2014 20:15,0.450,0.460,0.425
06/06/2014 20:30,0.450,0.460,0.426
06/06/2014 20:45,0.450,0.460,0.426
06/06/2014 21:00,0.450,0.460,0.426
06/06/2014 21:15,0.450,0.460,0.426
06/06/2014 21:30,0.450,0.460,0.426
06/06/2014 21:45,0.450,0.460,0.427
06/06/2014 22:00,0.450,0.460,0.426
06/06/2014 22:15,0.450,0.460,0.426
06/06/2014 22:30,0.450,0.460,0.427
06/06/2014 22:45,0.450,0.460,0.428
06/06/2014 23:00,0.450,0.460,0.427
06/06/2014 23:15,0.450,0.460,0.426
06/06/2014 23:30,0.450,0.460,0.426
06/06/2014 23:45,0.450,0.460,0.427
06/07/2014 0:00,0.450,0.460,0.428
06/07/2014 0:15,0.450,0.460,0.428
06/07/2014 0:30,0.450,0.460,0.428
06/07/2014 0:45,0.450,0.460,0.428
06/07/2014 1:00,0.450,0.460,0.428
06/07/2014 1:15,0.450,0.460,0.429
06/07/2014 1:30,0.450,0.460,0.429
06/07/2014 1:45,0.450,0.459,0.429
06/07/2014 2:00,0.450,0.460,0.429
06/07/2014 2:15,0.450,0.460,0.429
06/07/2014 2:30,0.450,0.460,0.429
06/07/2014 2:45,0.450,0.460,0.429
06/07/2014 3:00,0.450,0.460,0.429
06/07/2014 3:15,0.450,0.460,0.428
06/07/2014 3:30,0.450,0.460,0.428
06/07/2014 3:45,0.450,0.460,0.428
06/07/2014 4:00,0.450,0.460,0.429
06/07/2014 4:15,0.450,0.460,0.430
06/07/2014 4:30,0.450,0.460,0.431
06/07/2014 4:45,0.450,0.460,0.431
06/07/2014 5:00,0.449,0.460,0.431
06/07/2014 5:15,0.450,0.460,0.430
06/07/2014 5:30,0.450,0.460,0.429
06/07/2014 5:45,0.450,0.460,0.429
06/07/2014 6:00,0.450,0.460,0.430
06/07/2014 6:15,0.450,0.460,0.431
06/07/2014 6:30,0.450,0.460,0.431
06/07/2014 6:45,0.450,0.460,0.431
06/07/2014 7:00,0.450,0.460,0.431
06/07/2014 7:15,0.450,0.460,0.430
06/07/2014 7:30,0.450,0.460,0.430
06/07/2014 7:45,0.450,0.460,0.429
06/07/2014 8:00,0.450,0.460,0.430
06/07/2014 8:15,0.450,0.460,0.431
06/07/2014 8:30,0.450,0.460,0.430
06/07/2014 8:45,0.450,0.460,0.431
06/07/2014 9:00,0.450,0.460,0.431
06/07/2014 9:15,0.450,0.460,0.429
06/07/2014 9:30,0.450,0.460,0.428
06/07/2014 9:45,0.450,0.460,0.428
06/07/2014 10:00,0.450,0.460,0.428
06/07/2014 10:15,0.450,0.460,0.429
06/07/2014 10:30,0.450,0.460,0.429
06/07/2014 10:45,0.450,0.460,0.429
06/07/2014 11:00,0.450,0.460,0.428
06/07/2014 11:15,0.450,0.460,0.426
06/07/2014 11:30,0.450,0.460,0.428
06/07/2014 11:45,0.450,0.460,0.428
06/07/2014 12:00,0.450,0.460,0.427
06/07/2014 12:15,0.451,0.460,0.426
06/07/2014 12:30,0.451,0.460,0.428
06/07/2014 12:45,0.451,0.460,0.428
06/07/2014 13:00,0.451,0.460,0.426
06/07/2014 13:15,0.451,0.460,0.426
06/07/2014 13:30,0.451,0.460,0.427
06/07/2014 13:45,0.451,0.460,0.427
06/07/2014 14:00,0.451,0.460,0.427
06/07/2014 14:15,0.451,0.459,0.427
06/07/2014 14:30,0.451,0.459,0.427
06/07/2014 14:45,0.451,0.459,0.427
06/07/2014 15:00,0.451,0.459,0.426
06/07/2014 15:15,0.451,0.459,0.427
06/07/2014 15:30,0.451,0.459,0.426
06/07/2014 15:45,0.451,0.459,0.428
06/07/2014 16:00,0.451,0.459,0.428
06/07/2014 16:15,0.451,0.458,0.428
06/07/2014 16:30,0.451,0.458,0.427
06/07/2014 16:45,0.451,0.458,0.428
06/07/2014 17:00,0.451,0.458,0.425
06/07/2014 17:15,0.452,0.458,0.428
06/07/2014 17:30,0.452,0.458,0.428
06/07/2014 17:45,0.452,0.458,0.429
06/07/2014 18:00,0.452,0.458,0.428
06/07/2014 18:15,0.452,0.458,0.427
06/07/2014 18:30,0.452,0.458,0.426
06/07/2014 18:45,0.451,0.458,0.428
06/07/2014 19:00,0.451,0.458,0.428
06/07/2014 19:15,0.452,0.458,0.427
06/07/2014 19:30,0.451,0.458,0.426
06/07/2014 19:45,0.451,0.458,0.426
06/07/2014 20:00,0.451,0.458,0.427
06/07/2014 20:15,0.451,0.458,0.427
06/07/2014 20:30,0.451,0.458,0.427
06/07/2014 20:45,0.451,0.458,0.427
06/07/2014 21:00,0.451,0.458,0.426
06/07/2014 21:15,0.451,0.458,0.428
06/07/2014 21:30,0.451,0.458,0.428
06/07/2014 21:45,0.451,0.458,0.428
06/07/2014 22:00,0.451,0.458,0.428
06/07/2014 22:15,0.451,0.457,0.428
06/07/2014 22:30,0.451,0.458,0.428
06/07/2014 22:45,0.451,0.458,0.428
06/07/2014 23:00,0.451,0.457,0.428
06/07/2014 23:15,0.451,0.458,0.428
06/07/2014 23:30,0.451,0.457,0.427
06/07/2014 23:45,0.451,0.454,0.427
06/08/2014 0:00,0.451,0.454,0.428
06/08/2014 0:15,0.451,0.455,0.429
06/08/2014 0:30,0.451,0.455,0.429
06/08/2014 0:45,0.451,0.452,0.429
06/08/2014 1:00,0.451,0.452,0.429
06/08/2014 1:15,0.451,0.452,0.429
06/08/2014 1:30,0.451,0.451,0.429
06/08/2014 1:45,0.451,0.451,0.429
06/08/2014 2:00,0.451,0.451,0.428
06/08/2014 2:15,0.451,0.451,0.427
06/08/2014 2:30,0.451,0.451,0.428
06/08/2014 2:45,0.451,0.451,0.429
06/08/2014 3:00,0.451,0.451,0.430
06/08/2014 3:15,0.451,0.451,0.431
06/08/2014 3:30,0.451,0.451,0.430
06/08/2014 3:45,0.451,0.451,0.430
06/08/2014 4:00,0.451,0.451,0.431
06/08/2014 4:15,0.451,0.451,0.431
06/08/2014 4:30,0.451,0.451,0.431
06/08/2014 4:45,0.451,0.451,0.430
06/08/2014 5:00,0.451,0.450,0.429
06/08/2014 5:15,0.451,0.450,0.428
06/08/2014 5:30,0.451,0.450,0.431
06/08/2014 5:45,0.451,0.450,0.431
06/08/2014 6:00,0.451,0.450,0.431
06/08/2014 6:15,0.451,0.450,0.431
06/08/2014 6:30,0.451,0.450,0.429
06/08/2014 6:45,0.451,0.450,0.429
06/08/2014 7:00,0.451,0.450,0.429
06/08/2014 7:15,0.451,0.450,0.429
06/08/2014 7:30,0.451,0.450,0.429
06/08/2014 7:45,0.451,0.450,0.428
06/08/2014 8:00,0.451,0.450,0.428
06/08/2014 8:15,0.451,0.450,0.429
06/08/2014 8:30,0.451,0.450,0.430
06/08/2014 8:45,0.451,0.450,0.430
06/08/2014 9:00,0.451,0.450,0.429
06/08/2014 9:15,0.451,0.450,0.431
06/08/2014 9:30,0.451,0.450,0.430
06/08/2014 9:45,0.451,0.450,0.429
06/08/2014 10:00,0.452,0.450,0.429
06/08/2014 10:15,0.452,0.450,0.429
06/08/2014 10:30,0.452,0.450,0.432
06/08/2014 10:45,0.452,0.450,0.430
06/08/2014 11:00,0.452,0.450,0.428
06/08/2014 11:15,0.453,0.450,0.428
06/08/2014 11:30,0.453,0.450,0.428
06/08/2014 11:45,0.453,0.450,0.429
06/08/2014 12:00,0.453,0.449,0.430
06/08/2014 12:15,0.453,0.450,0.429
06/08/2014 12:30,0.453,0.450,0.429
06/08/2014 12:45,0.453,0.451,0.428
06/08/2014 13:00,0.453,0.450,0.428
06/08/2014 13:15,0.453,0.450,0.427
06/08/2014 13:30,0.453,0.450,0.427
06/08/2014 13:45,0.453,0.450,0.429
06/08/2014 14:00,0.453,0.450,0.429
06/08/2014 14:15,0.453,0.450,0.426
06/08/2014 14:30,0.453,0.450,0.429
06/08/2014 14:45,0.453,0.450,0.429
06/08/2014 15:00,0.453,0.450,0.429
06/08/2014 15:15,0.453,0.450,0.428
06/08/2014 15:30,0.453,0.450,0.429
06/08/2014 15:45,0.453,0.450,0.429
06/08/2014 16:00,0.453,0.450,0.429
06/08/2014 16:15,0.453,0.450,0.427
06/08/2014 16:30,0.453,0.450,0.429
06/08/2014 16:45,0.453,0.450,0.428
06/08/2014 17:00,0.453,0.450,0.428
06/08/2014 17:15,0.453,0.450,0.429
06/08/2014 17:30,0.453,0.450,0.428
06/08/2014 17:45,0.453,0.450,0.427
06/08/2014 18:00,0.453,0.450,0.426
06/08/2014 18:15,0.453,0.450,0.426
06/08/2014 18:30,0.453,0.450,0.428
06/08/2014 18:45,0.453,0.450,0.429
06/08/2014 19:00,0.453,0.450,0.428
06/08/2014 19:15,0.453,0.450,0.428
06/08/2014 19:30,0.453,0.450,0.428
06/08/2014 19:45,0.453,0.450,0.428
06/08/2014 20:00,0.453,0.450,0.427
06/08/2014 20:15,0.452,0.450,0.426
06/08/2014 20:30,0.449,0.448,0.427
06/08/2014 20:45,0.445,0.445,0.426
06/08/2014 21:00,0.444,0.443,0.425
06/08/2014 21:15,0.446,0.445,0.431
06/08/2014 21:30,0.445,0.445,0.433
06/08/2014 21:45,0.447,0.446,0.433
06/08/2014 22:00,0.447,0.447,0.434
06/08/2014 22:15,0.447,0.448,0.434
06/08/2014 22:30,0.447,0.448,0.434
06/08/2014 22:45,0.447,0.448,0.434
06/08/2014 23:00,0.446,0.448,0.434
06/08/2014 23:15,0.446,0.448,0.434
06/08/2014 23:30,0.446,0.447,0.434
06/08/2014 23:45,0.446,0.446,0.434
06/09/2014 0:00,0.446,0.446,0.434
06/09/2014 0:15,0.446,0.446,0.428
06/09/2014 0:30,0.445,0.446,0.428
06/09/2014 0:45,0.445,0.446,0.429
06/09/2014 1:00,0.445,0.446,0.429
06/09/2014 1:15,0.445,0.446,0.430
06/09/2014 1:30,0.445,0.446,0.430
06/09/2014 1:45,0.445,0.446,0.430
06/09/2014 2:00,0.445,0.446,0.431
06/09/2014 2:15,0.445,0.446,0.431
06/09/2014 2:30,0.445,0.446,0.429
06/09/2014 2:45,0.445,0.446,0.429
06/09/2014 3:00,0.445,0.446,0.429
06/09/2014 3:15,0.445,0.446,0.429
06/09/2014 3:30,0.445,0.446,0.429
06/09/2014 3:45,0.445,0.446,0.429
06/09/2014 4:00,0.445,0.446,0.429
06/09/2014 4:15,0.445,0.446,0.429
06/09/2014 4:30,0.445,0.446,0.429
06/09/2014 4:45,0.445,0.446,0.429
06/09/2014 5:00,0.445,0.446,0.428
06/09/2014 5:15,0.445,0.446,0.428
06/09/2014 5:30,0.445,0.446,0.429
06/09/2014 5:45,0.445,0.446,0.433
06/09/2014 6:00,0.445,0.446,0.433
06/09/2014 6:15,0.445,0.446,0.433
06/09/2014 6:30,0.445,0.446,0.433
06/09/2014 6:45,0.445,0.446,0.432
06/09/2014 7:00,0.445,0.446,0.431
06/09/2014 7:15,0.445,0.446,0.432
06/09/2014 7:30,0.445,0.446,0.431
06/09/2014 7:45,0.445,0.446,0.430
06/09/2014 8:00,0.445,0.448,0.430
06/09/2014 8:15,0.445,0.448,0.431
06/09/2014 8:30,0.445,0.448,0.431
06/09/2014 8:45,0.445,0.448,0.431
06/09/2014 9:00,0.445,0.448,0.429
06/09/2014 9:15,0.445,0.448,0.433
06/09/2014 9:30,0.445,0.448,0.433
06/09/2014 9:45,0.446,0.448,0.434
06/09/2014 10:00,0.446,0.449,0.434
06/09/2014 10:15,0.446,0.449,0.433
06/09/2014 10:30,0.446,0.450,0.433
06/09/2014 10:45,0.446,0.450,0.432
06/09/2014 11:00,0.446,0.450,0.431
06/09/2014 11:15,0.446,0.450,0.430
06/09/2014 11:30,0.446,0.450,0.428
06/09/2014 11:45,0.446,0.449,0.430
06/09/2014 12:00,0.446,0.449,0.431
06/09/2014 12:15,0.446,0.449,0.430
06/09/2014 12:30,0.446,0.449,0.432
06/09/2014 12:45,0.446,0.449,0.434
06/09/2014 13:00,0.446,0.449,0.433
06/09/2014 13:15,0.446,0.448,0.431
06/09/2014 13:30,0.446,0.448,0.430
06/09/2014 13:45,0.446,0.448,0.431
06/09/2014 14:00,0.446,0.448,0.434
06/09/2014 14:15,0.446,0.448,0.433
06/09/2014 14:30,0.446,0.448,0.431
06/09/2014 14:45,0.446,0.448,0.436
06/09/2014 15:00,0.446,0.448,0.436
06/09/2014 15:15,0.446,0.448,0.434
06/09/2014 15:30,0.446,0.448,0.429
06/09/2014 15:45,0.446,0.448,0.427
06/09/2014 16:00,0.446,0.448,0.424
06/09/2014 16:15,0.446,0.448,0.431
06/09/2014 16:30,0.446,0.448,0.428
06/09/2014 16:45,0.446,0.447,0.431
06/09/2014 17:00,0.446,0.447,0.435
06/09/2014 17:15,0.446,0.447,0.433
06/09/2014 17:30,0.446,0.446,0.435
06/09/2014 17:45,0.446,0.446,0.431
06/09/2014 18:00,0.446,0.446,0.431
06/09/2014 18:15,0.446,0.446,0.430
06/09/2014 18:30,0.446,0.446,0.430
06/09/2014 18:45,0.446,0.446,0.434
06/09/2014 19:00,0.446,0.446,0.434
06/09/2014 19:15,0.446,0.446,0.434
06/09/2014 19:30,0.446,0.446,0.435
06/09/2014 19:45,0.446,0.446,0.437
06/09/2014 20:00,0.446,0.446,0.437
06/09/2014 20:15,0.446,0.446,0.434
06/09/2014 20:30,0.446,0.440,0.436
06/09/2014 20:45,0.446,0.439,0.436
06/09/2014 21:00,0.446,0.436,0.435
06/09/2014 21:15,0.446,0.436,0.435
06/09/2014 21:30,0.446,0.436,0.434
06/09/2014 21:45,0.446,0.436,0.436
06/09/2014 22:00,0.446,0.436,0.436
06/09/2014 22:15,0.446,0.436,0.436
06/09/2014 22:30,0.446,0.436,0.436
06/09/2014 22:45,0.446,0.436,0.436
06/09/2014 23:00,0.446,0.436,0.436
06/09/2014 23:15,0.446,0.436,0.435
06/09/2014 23:30,0.446,0.436,0.435
06/09/2014 23:45,0.446,0.435,0.435
06/10/2014 0:00,0.446,0.435,0.435
06/10/2014 0:15,0.446,0.435,0.432
06/10/2014 0:30,0.446,0.434,0.435
06/10/2014 0:45,0.446,0.434,0.437
06/10/2014 1:00,0.446,0.434,0.436
06/10/2014 1:15,0.446,0.434,0.436
06/10/2014 1:30,0.446,0.434,0.435
06/10/2014 1:45,0.446,0.434,0.434
06/10/2014 2:00,0.446,0.434,0.434
06/10/2014 2:15,0.446,0.434,0.434
06/10/2014 2:30,0.446,0.434,0.434
06/10/2014 2:45,0.446,0.434,0.433
06/10/2014 3:00,0.446,0.434,0.432
06/10/2014 3:15,0.446,0.434,0.433
06/10/2014 3:30,0.446,0.434,0.434
06/10/2014 3:45,0.446,0.434,0.437
06/10/2014 4:00,0.446,0.435,0.438
06/10/2014 4:15,0.446,0.435,0.438
06/10/2014 4:30,0.446,0.435,0.437
06/10/2014 4:45,0.446,0.435,0.436
06/10/2014 5:00,0.446,0.435,0.436
06/10/2014 5:15,0.446,0.435,0.435
06/10/2014 5:30,0.446,0.435,0.433
06/10/2014 5:45,0.446,0.435,0.433
06/10/2014 6:00,0.446,0.435,0.435
06/10/2014 6:15,0.446,0.435,0.436
06/10/2014 6:30,0.446,0.435,0.436
06/10/2014 6:45,0.446,0.435,0.436
06/10/2014 7:00,0.446,0.435,0.436
06/10/2014 7:15,0.446,0.435,0.436
06/10/2014 7:30,0.446,0.435,0.436
06/10/2014 7:45,0.446,0.435,0.436
06/10/2014 8:00,0.446,0.436,0.436
06/10/2014 8:15,0.446,0.436,0.435
06/10/2014 8:30,0.446,0.436,0.433
06/10/2014 8:45,0.446,0.436,0.433
06/10/2014 9:00,0.446,0.436,0.433
06/10/2014 9:15,0.446,0.436,0.432
06/10/2014 9:30,0.446,0.436,0.432
06/10/2014 9:45,0.446,0.436,0.435
06/10/2014 10:00,0.446,0.436,0.436
06/10/2014 10:15,0.446,0.436,0.436
06/10/2014 10:30,0.446,0.436,0.435
06/10/2014 10:45,0.446,0.436,0.434
06/10/2014 11:00,0.446,0.436,0.437
06/10/2014 11:15,0.446,0.436,0.434
06/10/2014 11:30,0.447,0.436,0.439
06/10/2014 11:45,0.447,0.436,0.440
06/10/2014 12:00,0.446,0.436,0.439
06/10/2014 12:15,0.446,0.436,0.437
06/10/2014 12:30,0.446,0.436,0.435
06/10/2014 12:45,0.446,0.436,0.436
06/10/2014 13:00,0.446,0.436,0.436
06/10/2014 13:15,0.446,0.436,0.438
06/10/2014 13:30,0.446,0.436,0.436
06/10/2014 13:45,0.446,0.436,0.436
06/10/2014 14:00,0.446,0.436,0.439
06/10/2014 14:15,0.446,0.436,0.436
06/10/2014 14:30,0.446,0.436,0.436
06/10/2014 14:45,0.446,0.435,0.439
06/10/2014 15:00,0.446,0.435,0.434
06/10/2014 15:15,0.446,0.435,0.433
06/10/2014 15:30,0.446,0.434,0.433
06/10/2014 15:45,0.446,0.434,0.437
06/10/2014 16:00,0.446,0.434,0.438
06/10/2014 16:15,0.446,0.434,0.434
06/10/2014 16:30,0.446,0.434,0.433
06/10/2014 16:45,0.446,0.434,0.433
06/10/2014 17:00,0.446,0.434,0.433
06/10/2014 17:15,0.446,0.434,0.438
06/10/2014 17:30,0.446,0.434,0.436
06/10/2014 17:45,0.446,0.434,0.436
06/10/2014 18:00,0.446,0.434,0.434
06/10/2014 18:15,0.446,0.433,0.434
06/10/2014 18:30,0.446,0.433,0.433
06/10/2014 18:45,0.446,0.433,0.431
06/10/2014 19:00,0.446,0.433,0.433
06/10/2014 19:15,0.446,0.433,0.431
06/10/2014 19:30,0.446,0.433,0.434
06/10/2014 19:45,0.446,0.433,0.437
06/10/2014 20:00,0.446,0.433,0.440
06/10/2014 20:15,0.446,0.433,0.440
06/10/2014 20:30,0.446,0.433,0.440
06/10/2014 20:45,0.446,0.433,0.439
06/10/2014 21:00,0.446,0.433,0.436
06/10/2014 21:15,0.446,0.433,0.435
06/10/2014 21:30,0.446,0.433,0.434
06/10/2014 21:45,0.446,0.433,0.434
06/10/2014 22:00,0.446,0.433,0.434
06/10/2014 22:15,0.446,0.433,0.434
06/10/2014 22:30,0.446,0.433,0.434
06/10/2014 22:45,0.446,0.433,0.434
06/10/2014 23:00,0.446,0.433,0.434
06/10/2014 23:15,0.446,0.433,0.434
06/10/2014 23:30,0.446,0.433,0.434
06/10/2014 23:45,0.446,0.433,0.433
06/11/2014 0:00,0.446,0.433,0.433
06/11/2014 0:15,0.446,0.433,0.433
06/11/2014 0:30,0.446,0.433,0.433
06/11/2014 0:45,0.446,0.433,0.433
06/11/2014 1:00,0.446,0.433,0.433
06/11/2014 1:15,0.446,0.433,0.431
06/11/2014 1:30,0.446,0.433,0.429
06/11/2014 1:45,0.446,0.433,0.428
06/11/2014 2:00,0.446,0.433,0.428
06/11/2014 2:15,0.446,0.433,0.429
06/11/2014 2:30,0.446,0.433,0.436
06/11/2014 2:45,0.446,0.432,0.436
06/11/2014 3:00,0.443,0.428,0.434
06/11/2014 3:15,0.443,0.428,0.434
06/11/2014 3:30,0.443,0.428,0.433
06/11/2014 3:45,0.443,0.427,0.433
06/11/2014 4:00,0.443,0.428,0.433
06/11/2014 4:15,0.443,0.428,0.433
06/11/2014 4:30,0.443,0.428,0.432
06/11/2014 4:45,0.443,0.428,0.431
06/11/2014 5:00,0.443,0.428,0.429
06/11/2014 5:15,0.443,0.428,0.431
06/11/2014 5:30,0.443,0.428,0.429
06/11/2014 5:45,0.443,0.429,0.434
06/11/2014 6:00,0.443,0.429,0.434
06/11/2014 6:15,0.443,0.428,0.434
06/11/2014 6:30,0.443,0.429,0.434
06/11/2014 6:45,0.443,0.429,0.434
06/11/2014 7:00,0.443,0.429,0.434
06/11/2014 7:15,0.443,0.429,0.434
06/11/2014 7:30,0.443,0.429,0.434
06/11/2014 7:45,0.443,0.429,0.434
06/11/2014 8:00,0.443,0.429,0.434
06/11/2014 8:15,0.444,0.429,0.434
06/11/2014 8:30,0.444,0.429,0.434
06/11/2014 8:45,0.445,0.430,0.431
06/11/2014 9:00,0.445,0.431,0.435
06/11/2014 9:15,0.445,0.431,0.439
06/11/2014 9:30,0.445,0.433,0.440
06/11/2014 9:45,0.445,0.433,0.438
06/11/2014 10:00,0.445,0.433,0.437
06/11/2014 10:15,0.445,0.433,0.436
06/11/2014 10:30,0.446,0.433,0.435
06/11/2014 10:45,0.446,0.433,0.438
06/11/2014 11:00,0.446,0.433,0.435
06/11/2014 11:15,0.446,0.433,0.435
06/11/2014 11:30,0.446,0.433,0.441
06/11/2014 11:45,0.446,0.433,0.440
06/11/2014 12:00,0.446,0.433,0.437
06/11/2014 12:15,0.446,0.433,0.434
06/11/2014 12:30,0.446,0.433,0.439
06/11/2014 12:45,0.446,0.433,0.439
06/11/2014 13:00,0.446,0.433,0.435
06/11/2014 13:15,0.446,0.433,0.431
06/11/2014 13:30,0.446,0.433,0.429
06/11/2014 13:45,0.446,0.433,0.435
06/11/2014 14:00,0.446,0.433,0.435
06/11/2014 14:15,0.446,0.433,0.434
06/11/2014 14:30,0.446,0.433,0.433
06/11/2014 14:45,0.446,0.433,0.438
06/11/2014 15:00,0.446,0.433,0.436
06/11/2014 15:15,0.446,0.433,0.434
06/11/2014 15:30,0.446,0.433,0.434
06/11/2014 15:45,0.446,0.432,0.431
06/11/2014 16:00,0.446,0.432,0.439
06/11/2014 16:15,0.446,0.432,0.437
06/11/2014 16:30,0.446,0.431,0.433
06/11/2014 16:45,0.446,0.431,0.432
06/11/2014 17:00,0.446,0.431,0.434
06/11/2014 17:15,0.446,0.431,0.434
06/11/2014 17:30,0.446,0.431,0.434
06/11/2014 17:45,0.446,0.431,0.433
06/11/2014 18:00,0.446,0.431,0.431
06/11/2014 18:15,0.446,0.431,0.438
06/11/2014 18:30,0.446,0.431,0.438
06/11/2014 18:45,0.446,0.431,0.438
06/11/2014 19:00,0.446,0.431,0.436
06/11/2014 19:15,0.446,0.431,0.436
06/11/2014 19:30,0.446,0.431,0.436
06/11/2014 19:45,0.446,0.430,0.436
