DATETIME,AZERO50,AZERO20,AZERO5
06/11/2014 20:00,0.446,0.429,0.433
06/11/2014 20:15,0.445,0.426,0.429
06/11/2014 20:30,0.443,0.426,0.431
06/11/2014 20:45,0.444,0.426,0.431
06/11/2014 21:00,0.444,0.426,0.433
06/11/2014 21:15,0.443,0.426,0.438
06/11/2014 21:30,0.443,0.426,0.439
06/11/2014 21:45,0.443,0.426,0.439
06/11/2014 22:00,0.444,0.426,0.439
06/11/2014 22:15,0.444,0.426,0.439
06/11/2014 22:30,0.444,0.426,0.439
06/11/2014 22:45,0.445,0.426,0.439
06/11/2014 23:00,0.445,0.426,0.439
06/11/2014 23:15,0.445,0.426,0.439
06/11/2014 23:30,0.445,0.426,0.440
06/11/2014 23:45,0.445,0.426,0.440
06/12/2014 0:00,0.445,0.426,0.440
06/12/2014 0:15,0.445,0.426,0.438
06/12/2014 0:30,0.445,0.426,0.438
06/12/2014 0:45,0.445,0.426,0.438
06/12/2014 1:00,0.445,0.426,0.436
06/12/2014 1:15,0.445,0.426,0.436
06/12/2014 1:30,0.445,0.426,0.436
06/12/2014 1:45,0.445,0.426,0.436
06/12/2014 2:00,0.445,0.426,0.435
06/12/2014 2:15,0.445,0.426,0.434
06/12/2014 2:30,0.445,0.426,0.433
06/12/2014 2:45,0.445,0.426,0.433
06/12/2014 3:00,0.445,0.426,0.433
06/12/2014 3:15,0.445,0.426,0.434
06/12/2014 3:30,0.445,0.426,0.435
06/12/2014 3:45,0.445,0.426,0.436
06/12/2014 4:00,0.445,0.426,0.436
06/12/2014 4:15,0.445,0.426,0.436
06/12/2014 4:30,0.445,0.426,0.435
06/12/2014 4:45,0.445,0.426,0.434
06/12/2014 5:00,0.445,0.426,0.433
06/12/2014 5:15,0.445,0.426,0.433
06/12/2014 5:30,0.445,0.426,0.433
06/12/2014 5:45,0.445,0.426,0.433
06/12/2014 6:00,0.445,0.426,0.433
06/12/2014 6:15,0.445,0.426,0.434
06/12/2014 6:30,0.445,0.426,0.432
06/12/2014 6:45,0.445,0.426,0.431
06/12/2014 7:00,0.445,0.427,0.431
06/12/2014 7:15,0.445,0.427,0.433
06/12/2014 7:30,0.445,0.428,0.434
06/12/2014 7:45,0.445,0.428,0.439
06/12/2014 8:00,0.445,0.428,0.436
06/12/2014 8:15,0.445,0.428,0.435
06/12/2014 8:30,0.445,0.428,0.435
06/12/2014 8:45,0.445,0.428,0.434
06/12/2014 9:00,0.445,0.428,0.433
06/12/2014 9:15,0.445,0.428,0.433
06/12/2014 9:30,0.445,0.429,0.432
06/12/2014 9:45,0.445,0.429,0.436
06/12/2014 10:00,0.445,0.429,0.438
06/12/2014 10:15,0.445,0.429,0.437
06/12/2014 10:30,0.445,0.429,0.435
06/12/2014 10:45,0.445,0.431,0.434
06/12/2014 11:00,0.445,0.431,0.433
06/12/2014 11:15,0.445,0.431,0.433
06/12/2014 11:30,0.445,0.431,0.438
06/12/2014 11:45,0.445,0.431,0.441
06/12/2014 12:00,0.445,0.431,0.440
06/12/2014 12:15,0.445,0.431,0.439
06/12/2014 12:30,0.445,0.431,0.437
06/12/2014 12:45,0.445,0.431,0.435
06/12/2014 13:00,0.445,0.431,0.435
06/12/2014 13:15,0.445,0.431,0.435
06/12/2014 13:30,0.445,0.431,0.434
06/12/2014 13:45,0.446,0.431,0.437
06/12/2014 14:00,0.446,0.431,0.438
06/12/2014 14:15,0.446,0.431,0.437
06/12/2014 14:30,0.446,0.431,0.434
06/12/2014 14:45,0.446,0.431,0.437
06/12/2014 15:00,0.446,0.431,0.436
06/12/2014 15:15,0.446,0.431,0.434
06/12/2014 15:30,0.446,0.431,0.434
06/12/2014 15:45,0.446,0.431,0.439
06/12/2014 16:00,0.446,0.431,0.436
06/12/2014 16:15,0.446,0.431,0.434
06/12/2014 16:30,0.446,0.431,0.432
06/12/2014 16:45,0.446,0.431,0.435
06/12/2014 17:00,0.446,0.431,0.436
06/12/2014 17:15,0.446,0.430,0.436
06/12/2014 17:30,0.446,0.430,0.436
06/12/2014 17:45,0.446,0.429,0.434
06/12/2014 18:00,0.446,0.429,0.433
06/12/2014 18:15,0.446,0.429,0.433
06/12/2014 18:30,0.446,0.429,0.432
06/12/2014 18:45,0.446,0.429,0.437
06/12/2014 19:00,0.446,0.429,0.438
06/12/2014 19:15,0.446,0.429,0.438
06/12/2014 19:30,0.446,0.429,0.436
06/12/2014 19:45,0.446,0.429,0.435
06/12/2014 20:00,0.446,0.429,0.434
06/12/2014 20:15,0.446,0.429,0.433
06/12/2014 20:30,0.446,0.429,0.431
06/12/2014 20:45,0.446,0.429,0.431
06/12/2014 21:00,0.446,0.429,0.433
06/12/2014 21:15,0.446,0.429,0.435
06/12/2014 21:30,0.446,0.429,0.437
06/12/2014 21:45,0.446,0.429,0.438
06/12/2014 22:00,0.446,0.429,0.436
06/12/2014 22:15,0.446,0.429,0.436
06/12/2014 22:30,0.446,0.429,0.437
06/12/2014 22:45,0.446,0.429,0.437
06/12/2014 23:00,0.446,0.429,0.436
06/12/2014 23:15,0.446,0.429,0.434
06/12/2014 23:30,0.446,0.429,0.434
06/12/2014 23:45,0.446,0.429,0.434
06/13/2014 0:00,0.446,0.429,0.433
06/13/2014 0:15,0.446,0.429,0.433
06/13/2014 0:30,0.446,0.429,0.433
06/13/2014 0:45,0.446,0.429,0.433
06/13/2014 1:00,0.446,0.429,0.433
06/13/2014 1:15,0.446,0.429,0.433
06/13/2014 1:30,0.446,0.429,0.433
06/13/2014 1:45,0.446,0.429,0.433
06/13/2014 2:00,0.446,0.429,0.432
06/13/2014 2:15,0.446,0.429,0.433
06/13/2014 2:30,0.446,0.429,0.432
06/13/2014 2:45,0.446,0.429,0.431
06/13/2014 3:00,0.446,0.429,0.432
06/13/2014 3:15,0.446,0.429,0.433
06/13/2014 3:30,0.446,0.429,0.433
06/13/2014 3:45,0.446,0.429,0.433
06/13/2014 4:00,0.446,0.429,0.434
06/13/2014 4:15,0.446,0.429,0.435
06/13/2014 4:30,0.446,0.429,0.436
06/13/2014 4:45,0.446,0.429,0.436
06/13/2014 5:00,0.446,0.429,0.436
06/13/2014 5:15,0.446,0.429,0.434
06/13/2014 5:30,0.446,0.429,0.434
06/13/2014 5:45,0.446,0.429,0.434
06/13/2014 6:00,0.446,0.429,0.434
06/13/2014 6:15,0.446,0.429,0.438
06/13/2014 6:30,0.446,0.429,0.440
06/13/2014 6:45,0.446,0.429,0.440
06/13/2014 7:00,0.446,0.429,0.440
06/13/2014 7:15,0.446,0.429,0.440
06/13/2014 7:30,0.446,0.429,0.440
06/13/2014 7:45,0.446,0.429,0.440
06/13/2014 8:00,0.446,0.429,0.439
06/13/2014 8:15,0.446,0.430,0.437
06/13/2014 8:30,0.446,0.430,0.436
06/13/2014 8:45,0.446,0.431,0.436
06/13/2014 9:00,0.446,0.431,0.434
06/13/2014 9:15,0.446,0.431,0.433
06/13/2014 9:30,0.446,0.431,0.431
06/13/2014 9:45,0.446,0.430,0.435
06/13/2014 10:00,0.446,0.430,0.439
06/13/2014 10:15,0.446,0.431,0.438
06/13/2014 10:30,0.446,0.431,0.436
06/13/2014 10:45,0.446,0.430,0.434
06/13/2014 11:00,0.446,0.430,0.433
06/13/2014 11:15,0.446,0.430,0.435
06/13/2014 11:30,0.446,0.430,0.436
06/13/2014 11:45,0.446,0.430,0.434
06/13/2014 12:00,0.446,0.430,0.437
06/13/2014 12:15,0.446,0.430,0.437
06/13/2014 12:30,0.446,0.429,0.435
06/13/2014 12:45,0.446,0.429,0.434
06/13/2014 13:00,0.446,0.429,0.433
06/13/2014 13:15,0.446,0.429,0.434
06/13/2014 13:30,0.446,0.429,0.435
06/13/2014 13:45,0.446,0.429,0.435
06/13/2014 14:00,0.446,0.429,0.433
06/13/2014 14:15,0.446,0.429,0.435
06/13/2014 14:30,0.446,0.429,0.438
06/13/2014 14:45,0.446,0.429,0.437
06/13/2014 15:00,0.446,0.429,0.434
06/13/2014 15:15,0.446,0.429,0.438
06/13/2014 15:30,0.446,0.429,0.434
06/13/2014 15:45,0.446,0.429,0.437
06/13/2014 16:00,0.446,0.429,0.439
06/13/2014 16:15,0.446,0.429,0.437
06/13/2014 16:30,0.446,0.429,0.435
06/13/2014 16:45,0.446,0.429,0.437
06/13/2014 17:00,0.446,0.429,0.436
06/13/2014 17:15,0.446,0.429,0.434
06/13/2014 17:30,0.446,0.428,0.436
06/13/2014 17:45,0.446,0.428,0.435
06/13/2014 18:00,0.446,0.428,0.436
06/13/2014 18:15,0.446,0.428,0.440
06/13/2014 18:30,0.446,0.428,0.438
06/13/2014 18:45,0.446,0.428,0.437
06/13/2014 19:00,0.446,0.428,0.436
06/13/2014 19:15,0.446,0.428,0.436
06/13/2014 19:30,0.446,0.428,0.436
06/13/2014 19:45,0.446,0.428,0.436
06/13/2014 20:00,0.446,0.428,0.435
06/13/2014 20:15,0.446,0.428,0.433
06/13/2014 20:30,0.446,0.428,0.435
06/13/2014 20:45,0.446,0.428,0.436
06/13/2014 21:00,0.446,0.428,0.436
06/13/2014 21:15,0.446,0.428,0.436
06/13/2014 21:30,0.446,0.428,0.438
06/13/2014 21:45,0.446,0.428,0.440
06/13/2014 22:00,0.447,0.428,0.440
06/13/2014 22:15,0.447,0.428,0.440
06/13/2014 22:30,0.447,0.428,0.440
06/13/2014 22:45,0.447,0.428,0.440
06/13/2014 23:00,0.447,0.428,0.439
06/13/2014 23:15,0.447,0.428,0.439
06/13/2014 23:30,0.448,0.428,0.440
06/13/2014 23:45,0.448,0.428,0.439
06/14/2014 0:00,0.448,0.428,0.439
06/14/2014 0:15,0.448,0.428,0.437
06/14/2014 0:30,0.448,0.428,0.437
06/14/2014 0:45,0.448,0.428,0.440
06/14/2014 1:00,0.448,0.428,0.440
06/14/2014 1:15,0.448,0.428,0.440
06/14/2014 1:30,0.448,0.428,0.440
06/14/2014 1:45,0.448,0.428,0.438
06/14/2014 2:00,0.448,0.428,0.436
06/14/2014 2:15,0.448,0.428,0.435
06/14/2014 2:30,0.448,0.428,0.435
06/14/2014 2:45,0.448,0.428,0.434
06/14/2014 3:00,0.448,0.428,0.434
06/14/2014 3:15,0.448,0.428,0.434
06/14/2014 3:30,0.448,0.429,0.435
06/14/2014 3:45,0.448,0.429,0.436
06/14/2014 4:00,0.448,0.429,0.440
06/14/2014 4:15,0.448,0.429,0.440
06/14/2014 4:30,0.448,0.429,0.440
06/14/2014 4:45,0.448,0.429,0.440
06/14/2014 5:00,0.448,0.429,0.440
06/14/2014 5:15,0.448,0.429,0.443
06/14/2014 5:30,0.448,0.429,0.443
06/14/2014 5:45,0.448,0.429,0.443
06/14/2014 6:00,0.448,0.429,0.443
06/14/2014 6:15,0.448,0.429,0.443
06/14/2014 6:30,0.448,0.429,0.443
06/14/2014 6:45,0.448,0.429,0.443
06/14/2014 7:00,0.448,0.429,0.444
06/14/2014 7:15,0.448,0.429,0.445
06/14/2014 7:30,0.448,0.429,0.445
06/14/2014 7:45,0.448,0.429,0.443
06/14/2014 8:00,0.448,0.429,0.443
06/14/2014 8:15,0.448,0.429,0.443
06/14/2014 8:30,0.449,0.429,0.443
06/14/2014 8:45,0.449,0.429,0.442
06/14/2014 9:00,0.449,0.429,0.441
06/14/2014 9:15,0.449,0.429,0.442
06/14/2014 9:30,0.449,0.429,0.440
06/14/2014 9:45,0.449,0.429,0.440
06/14/2014 10:00,0.450,0.429,0.440
06/14/2014 10:15,0.450,0.430,0.440
06/14/2014 10:30,0.450,0.430,0.438
06/14/2014 10:45,0.450,0.430,0.436
06/14/2014 11:00,0.450,0.430,0.436
06/14/2014 11:15,0.450,0.429,0.438
06/14/2014 11:30,0.450,0.429,0.437
06/14/2014 11:45,0.450,0.429,0.443
06/14/2014 12:00,0.450,0.429,0.443
06/14/2014 12:15,0.450,0.429,0.441
06/14/2014 12:30,0.450,0.429,0.437
06/14/2014 12:45,0.450,0.429,0.433
06/14/2014 13:00,0.450,0.429,0.437
06/14/2014 13:15,0.450,0.429,0.437
06/14/2014 13:30,0.450,0.429,0.435
06/14/2014 13:45,0.450,0.429,0.436
06/14/2014 14:00,0.450,0.429,0.434
06/14/2014 14:15,0.450,0.429,0.440
06/14/2014 14:30,0.450,0.429,0.440
06/14/2014 14:45,0.450,0.429,0.439
06/14/2014 15:00,0.450,0.429,0.435
06/14/2014 15:15,0.450,0.429,0.433
06/14/2014 15:30,0.450,0.429,0.435
06/14/2014 15:45,0.450,0.429,0.439
06/14/2014 16:00,0.450,0.429,0.438
06/14/2014 16:15,0.450,0.429,0.439
06/14/2014 16:30,0.450,0.429,0.439
06/14/2014 16:45,0.450,0.429,0.434
06/14/2014 17:00,0.450,0.429,0.433
06/14/2014 17:15,0.450,0.429,0.435
06/14/2014 17:30,0.450,0.428,0.437
06/14/2014 17:45,0.450,0.428,0.437
06/14/2014 18:00,0.450,0.428,0.435
06/14/2014 18:15,0.450,0.428,0.433
06/14/2014 18:30,0.450,0.428,0.436
06/14/2014 18:45,0.450,0.428,0.440
06/14/2014 19:00,0.450,0.428,0.436
06/14/2014 19:15,0.451,0.423,0.436
06/14/2014 19:30,0.450,0.421,0.437
06/14/2014 19:45,0.450,0.421,0.436
06/14/2014 20:00,0.450,0.421,0.441
06/14/2014 20:15,0.450,0.421,0.443
06/14/2014 20:30,0.450,0.421,0.443
06/14/2014 20:45,0.450,0.421,0.443
06/14/2014 21:00,0.450,0.421,0.443
06/14/2014 21:15,0.450,0.421,0.443
06/14/2014 21:30,0.450,0.421,0.443
06/14/2014 21:45,0.450,0.421,0.443
06/14/2014 22:00,0.450,0.421,0.443
06/14/2014 22:15,0.450,0.421,0.443
06/14/2014 22:30,0.451,0.421,0.443
06/14/2014 22:45,0.450,0.408,0.444
06/14/2014 23:00,0.451,0.400,0.445
06/14/2014 23:15,0.451,0.400,0.445
06/14/2014 23:30,0.451,0.399,0.445
06/14/2014 23:45,0.451,0.399,0.445
06/15/2014 0:00,0.451,0.399,0.445
06/15/2014 0:15,0.451,0.399,0.445
06/15/2014 0:30,0.451,0.399,0.445
06/15/2014 0:45,0.451,0.399,0.445
06/15/2014 1:00,0.451,0.399,0.446
06/15/2014 1:15,0.451,0.399,0.446
06/15/2014 1:30,0.451,0.399,0.446
06/15/2014 1:45,0.451,0.399,0.446
06/15/2014 2:00,0.451,0.399,0.446
06/15/2014 2:15,0.451,0.399,0.446
06/15/2014 2:30,0.451,0.399,0.446
06/15/2014 2:45,0.451,0.399,0.446
06/15/2014 3:00,0.451,0.399,0.446
06/15/2014 3:15,0.451,0.399,0.446
06/15/2014 3:30,0.451,0.399,0.446
06/15/2014 3:45,0.451,0.399,0.446
06/15/2014 4:00,0.451,0.399,0.446
06/15/2014 4:15,0.451,0.399,0.446
06/15/2014 4:30,0.451,0.399,0.446
06/15/2014 4:45,0.451,0.399,0.446
06/15/2014 5:00,0.451,0.399,0.446
06/15/2014 5:15,0.451,0.399,0.447
06/15/2014 5:30,0.451,0.399,0.447
06/15/2014 5:45,0.451,0.399,0.448
06/15/2014 6:00,0.451,0.399,0.448
06/15/2014 6:15,0.451,0.399,0.448
06/15/2014 6:30,0.451,0.399,0.448
06/15/2014 6:45,0.451,0.399,0.448
06/15/2014 7:00,0.451,0.399,0.448
06/15/2014 7:15,0.451,0.399,0.448
06/15/2014 7:30,0.451,0.400,0.448
06/15/2014 7:45,0.451,0.400,0.448
06/15/2014 8:00,0.451,0.400,0.448
06/15/2014 8:15,0.451,0.400,0.448
06/15/2014 8:30,0.451,0.400,0.447
06/15/2014 8:45,0.451,0.400,0.446
06/15/2014 9:00,0.451,0.400,0.446
06/15/2014 9:15,0.451,0.400,0.444
06/15/2014 9:30,0.451,0.400,0.443
06/15/2014 9:45,0.451,0.400,0.441
06/15/2014 10:00,0.451,0.400,0.440
06/15/2014 10:15,0.451,0.400,0.440
06/15/2014 10:30,0.451,0.400,0.442
06/15/2014 10:45,0.451,0.400,0.439
06/15/2014 11:00,0.451,0.400,0.438
06/15/2014 11:15,0.451,0.402,0.436
06/15/2014 11:30,0.451,0.402,0.434
06/15/2014 11:45,0.451,0.402,0.436
06/15/2014 12:00,0.451,0.402,0.436
06/15/2014 12:15,0.451,0.402,0.435
06/15/2014 12:30,0.451,0.402,0.434
06/15/2014 12:45,0.451,0.402,0.439
06/15/2014 13:00,0.451,0.402,0.437
06/15/2014 13:15,0.451,0.402,0.434
06/15/2014 13:30,0.452,0.402,0.439
06/15/2014 13:45,0.452,0.402,0.440
06/15/2014 14:00,0.452,0.402,0.436
06/15/2014 14:15,0.452,0.401,0.440
06/15/2014 14:30,0.452,0.401,0.442
06/15/2014 14:45,0.451,0.400,0.440
06/15/2014 15:00,0.451,0.400,0.436
06/15/2014 15:15,0.451,0.400,0.435
06/15/2014 15:30,0.452,0.400,0.441
06/15/2014 15:45,0.452,0.399,0.439
06/15/2014 16:00,0.452,0.399,0.438
06/15/2014 16:15,0.452,0.399,0.435
06/15/2014 16:30,0.452,0.399,0.439
06/15/2014 16:45,0.452,0.399,0.440
06/15/2014 17:00,0.452,0.399,0.440
06/15/2014 17:15,0.452,0.398,0.436
06/15/2014 17:30,0.453,0.397,0.434
06/15/2014 17:45,0.453,0.397,0.432
06/15/2014 18:00,0.453,0.397,0.434
06/15/2014 18:15,0.453,0.397,0.437
06/15/2014 18:30,0.453,0.397,0.438
06/15/2014 18:45,0.452,0.397,0.436
06/15/2014 19:00,0.452,0.396,0.435
06/15/2014 19:15,0.452,0.395,0.433
06/15/2014 19:30,0.452,0.395,0.432
06/15/2014 19:45,0.452,0.395,0.430
06/15/2014 20:00,0.453,0.395,0.439
06/15/2014 20:15,0.452,0.395,0.440
06/15/2014 20:30,0.452,0.396,0.440
06/15/2014 20:45,0.452,0.395,0.440
06/15/2014 21:00,0.452,0.395,0.440
06/15/2014 21:15,0.452,0.395,0.439
06/15/2014 21:30,0.452,0.395,0.439
06/15/2014 21:45,0.452,0.395,0.440
06/15/2014 22:00,0.452,0.395,0.440
06/15/2014 22:15,0.452,0.395,0.440
06/15/2014 22:30,0.452,0.395,0.440
06/15/2014 22:45,0.452,0.395,0.440
06/15/2014 23:00,0.451,0.395,0.440
06/15/2014 23:15,0.451,0.395,0.440
06/15/2014 23:30,0.451,0.395,0.440
06/15/2014 23:45,0.451,0.396,0.440
06/16/2014 0:00,0.451,0.397,0.440
06/16/2014 0:15,0.451,0.397,0.440
06/16/2014 0:30,0.451,0.397,0.440
06/16/2014 0:45,0.451,0.397,0.440
06/16/2014 1:00,0.451,0.396,0.440
06/16/2014 1:15,0.451,0.396,0.440
06/16/2014 1:30,0.451,0.396,0.441
06/16/2014 1:45,0.451,0.396,0.441
06/16/2014 2:00,0.451,0.396,0.441
06/16/2014 2:15,0.451,0.396,0.441
06/16/2014 2:30,0.451,0.395,0.441
06/16/2014 2:45,0.451,0.395,0.441
06/16/2014 3:00,0.451,0.395,0.442
06/16/2014 3:15,0.451,0.396,0.442
06/16/2014 3:30,0.451,0.396,0.442
06/16/2014 3:45,0.451,0.396,0.442
06/16/2014 4:00,0.451,0.396,0.440
06/16/2014 4:15,0.451,0.396,0.441
06/16/2014 4:30,0.451,0.396,0.441
06/16/2014 4:45,0.451,0.396,0.441
06/16/2014 5:00,0.451,0.397,0.440
06/16/2014 5:15,0.451,0.397,0.440
06/16/2014 5:30,0.451,0.397,0.441
06/16/2014 5:45,0.451,0.397,0.441
06/16/2014 6:00,0.451,0.397,0.441
06/16/2014 6:15,0.451,0.397,0.441
06/16/2014 6:30,0.451,0.397,0.441
06/16/2014 6:45,0.451,0.397,0.441
06/16/2014 7:00,0.451,0.397,0.441
06/16/2014 7:15,0.451,0.397,0.440
06/16/2014 7:30,0.451,0.397,0.440
06/16/2014 7:45,0.451,0.397,0.440
06/16/2014 8:00,0.451,0.397,0.440
06/16/2014 8:15,0.451,0.397,0.438
06/16/2014 8:30,0.451,0.397,0.439
06/16/2014 8:45,0.451,0.397,0.443
06/16/2014 9:00,0.451,0.397,0.441
06/16/2014 9:15,0.451,0.397,0.441
06/16/2014 9:30,0.451,0.397,0.440
06/16/2014 9:45,0.451,0.397,0.440
06/16/2014 10:00,0.451,0.397,0.439
06/16/2014 10:15,0.452,0.397,0.438
06/16/2014 10:30,0.452,0.396,0.435
06/16/2014 10:45,0.452,0.396,0.441
06/16/2014 11:00,0.453,0.396,0.440
06/16/2014 11:15,0.453,0.395,0.440
06/16/2014 11:30,0.453,0.395,0.436
06/16/2014 11:45,0.452,0.395,0.439
06/16/2014 12:00,0.453,0.395,0.440
06/16/2014 12:15,0.453,0.395,0.439
06/16/2014 12:30,0.453,0.395,0.435
06/16/2014 12:45,0.453,0.395,0.436
06/16/2014 13:00,0.453,0.395,0.439
06/16/2014 13:15,0.453,0.395,0.436
06/16/2014 13:30,0.453,0.395,0.438
06/16/2014 13:45,0.453,0.395,0.435
06/16/2014 14:00,0.453,0.395,0.437
06/16/2014 14:15,0.453,0.395,0.436
06/16/2014 14:30,0.453,0.394,0.437
06/16/2014 14:45,0.453,0.394,0.439
06/16/2014 15:00,0.453,0.394,0.435
06/16/2014 15:15,0.453,0.394,0.433
06/16/2014 15:30,0.453,0.394,0.436
06/16/2014 15:45,0.453,0.394,0.434
06/16/2014 16:00,0.453,0.393,0.433
06/16/2014 16:15,0.453,0.392,0.438
06/16/2014 16:30,0.453,0.392,0.435
06/16/2014 16:45,0.453,0.392,0.435
06/16/2014 17:00,0.453,0.392,0.436
06/16/2014 17:15,0.453,0.392,0.440
06/16/2014 17:30,0.453,0.393,0.435
06/16/2014 17:45,0.453,0.392,0.434
06/16/2014 18:00,0.453,0.392,0.433
06/16/2014 18:15,0.453,0.392,0.432
06/16/2014 18:30,0.453,0.392,0.433
06/16/2014 18:45,0.452,0.392,0.433
06/16/2014 19:00,0.451,0.392,0.433
06/16/2014 19:15,0.451,0.391,0.437
06/16/2014 19:30,0.451,0.383,0.443
06/16/2014 19:45,0.451,0.379,0.443
06/16/2014 20:00,0.451,0.383,0.443
06/16/2014 20:15,0.452,0.385,0.443
06/16/2014 20:30,0.452,0.384,0.443
06/16/2014 20:45,0.452,0.384,0.443
06/16/2014 21:00,0.452,0.384,0.442
06/16/2014 21:15,0.453,0.384,0.442
06/16/2014 21:30,0.453,0.384,0.442
06/16/2014 21:45,0.453,0.384,0.442
06/16/2014 22:00,0.453,0.384,0.442
06/16/2014 22:15,0.453,0.384,0.442
06/16/2014 22:30,0.453,0.384,0.442
06/16/2014 22:45,0.453,0.384,0.440
06/16/2014 23:00,0.453,0.384,0.440
06/16/2014 23:15,0.453,0.384,0.440
06/16/2014 23:30,0.453,0.384,0.439
06/16/2014 23:45,0.453,0.384,0.440
06/17/2014 0:00,0.453,0.384,0.439
06/17/2014 0:15,0.453,0.384,0.440
06/17/2014 0:30,0.453,0.384,0.440
06/17/2014 0:45,0.453,0.384,0.440
06/17/2014 1:00,0.453,0.384,0.440
06/17/2014 1:15,0.453,0.384,0.440
06/17/2014 1:30,0.453,0.384,0.440
06/17/2014 1:45,0.453,0.384,0.440
06/17/2014 2:00,0.453,0.385,0.440
06/17/2014 2:15,0.453,0.385,0.440
06/17/2014 2:30,0.453,0.385,0.439
06/17/2014 2:45,0.453,0.385,0.438
06/17/2014 3:00,0.453,0.385,0.438
06/17/2014 3:15,0.453,0.385,0.438
06/17/2014 3:30,0.453,0.385,0.437
06/17/2014 3:45,0.453,0.385,0.435
06/17/2014 4:00,0.453,0.385,0.440
06/17/2014 4:15,0.453,0.385,0.441
06/17/2014 4:30,0.453,0.385,0.441
06/17/2014 4:45,0.453,0.385,0.441
06/17/2014 5:00,0.453,0.385,0.441
06/17/2014 5:15,0.453,0.385,0.440
06/17/2014 5:30,0.453,0.385,0.440
06/17/2014 5:45,0.453,0.385,0.440
06/17/2014 6:00,0.453,0.385,0.440
06/17/2014 6:15,0.453,0.385,0.440
06/17/2014 6:30,0.453,0.385,0.440
06/17/2014 6:45,0.453,0.385,0.440
06/17/2014 7:00,0.453,0.385,0.439
06/17/2014 7:15,0.453,0.385,0.438
06/17/2014 7:30,0.453,0.385,0.438
06/17/2014 7:45,0.453,0.385,0.437
06/17/2014 8:00,0.453,0.384,0.436
06/17/2014 8:15,0.453,0.384,0.440
06/17/2014 8:30,0.453,0.384,0.440
06/17/2014 8:45,0.453,0.384,0.441
06/17/2014 9:00,0.453,0.384,0.440
06/17/2014 9:15,0.453,0.384,0.439
06/17/2014 9:30,0.453,0.384,0.436
06/17/2014 9:45,0.453,0.384,0.440
06/17/2014 10:00,0.453,0.384,0.439
06/17/2014 10:15,0.453,0.384,0.436
06/17/2014 10:30,0.453,0.384,0.437
06/17/2014 10:45,0.453,0.385,0.439
06/17/2014 11:00,0.453,0.385,0.437
06/17/2014 11:15,0.453,0.385,0.438
06/17/2014 11:30,0.453,0.385,0.440
06/17/2014 11:45,0.453,0.385,0.435
06/17/2014 12:00,0.453,0.385,0.437
06/17/2014 12:15,0.453,0.385,0.436
06/17/2014 12:30,0.453,0.385,0.436
06/17/2014 12:45,0.453,0.385,0.440
06/17/2014 13:00,0.453,0.385,0.437
06/17/2014 13:15,0.453,0.386,0.434
06/17/2014 13:30,0.453,0.387,0.441
06/17/2014 13:45,0.453,0.387,0.439
06/17/2014 14:00,0.453,0.386,0.435
06/17/2014 14:15,0.453,0.385,0.439
06/17/2014 14:30,0.453,0.385,0.436
06/17/2014 14:45,0.453,0.385,0.436
06/17/2014 15:00,0.453,0.387,0.435
06/17/2014 15:15,0.453,0.387,0.434
06/17/2014 15:30,0.453,0.386,0.432
06/17/2014 15:45,0.453,0.385,0.437
06/17/2014 16:00,0.453,0.385,0.440
06/17/2014 16:15,0.453,0.385,0.438
06/17/2014 16:30,0.453,0.385,0.436
06/17/2014 16:45,0.453,0.384,0.437
06/17/2014 17:00,0.453,0.383,0.434
06/17/2014 17:15,0.453,0.383,0.433
06/17/2014 17:30,0.453,0.383,0.433
06/17/2014 17:45,0.453,0.383,0.438
06/17/2014 18:00,0.453,0.383,0.438
06/17/2014 18:15,0.453,0.383,0.435
06/17/2014 18:30,0.453,0.383,0.436
06/17/2014 18:45,0.453,0.382,0.436
06/17/2014 19:00,0.453,0.382,0.437
06/17/2014 19:15,0.453,0.382,0.441
06/17/2014 19:30,0.453,0.382,0.441
06/17/2014 19:45,0.453,0.382,0.437
06/17/2014 20:00,0.453,0.382,0.433
06/17/2014 20:15,0.453,0.382,0.432
06/17/2014 20:30,0.453,0.382,0.431
06/17/2014 20:45,0.453,0.382,0.431
06/17/2014 21:00,0.453,0.382,0.435
06/17/2014 21:15,0.453,0.383,0.438
06/17/2014 21:30,0.453,0.383,0.436
06/17/2014 21:45,0.453,0.382,0.436
06/17/2014 22:00,0.453,0.382,0.434
06/17/2014 22:15,0.453,0.382,0.433
06/17/2014 22:30,0.453,0.383,0.433
06/17/2014 22:45,0.453,0.383,0.434
06/17/2014 23:00,0.453,0.383,0.434
06/17/2014 23:15,0.453,0.383,0.433
06/17/2014 23:30,0.453,0.383,0.433
06/17/2014 23:45,0.453,0.383,0.433
06/18/2014 0:00,0.453,0.382,0.432
06/18/2014 0:15,0.453,0.382,0.431
06/18/2014 0:30,0.453,0.382,0.430
06/18/2014 0:45,0.453,0.381,0.433
06/18/2014 1:00,0.453,0.381,0.434
06/18/2014 1:15,0.453,0.381,0.434
06/18/2014 1:30,0.453,0.381,0.434
06/18/2014 1:45,0.453,0.382,0.434
06/18/2014 2:00,0.453,0.382,0.433
06/18/2014 2:15,0.453,0.382,0.433
06/18/2014 2:30,0.453,0.382,0.440
06/18/2014 2:45,0.453,0.382,0.439
06/18/2014 3:00,0.453,0.382,0.438
06/18/2014 3:15,0.453,0.382,0.439
06/18/2014 3:30,0.453,0.382,0.441
