DATETIME,ATEN50,ATEN20,ATEN0,ATWENTY50,ATWENTY20,ATWENTY0
07/11/2014 3:55,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 4:00,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 4:05,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 4:10,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 4:15,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 4:20,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 4:25,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 4:30,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 4:35,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 4:40,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 4:45,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 4:50,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 4:55,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 5:00,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 5:05,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 5:10,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 5:15,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 5:20,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 5:25,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 5:30,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 5:35,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 5:40,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 5:45,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 5:50,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 5:55,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 6:00,0.453,0.412,0.387,0.425949991,0.417450011,0.432749987
07/11/2014 6:05,0.453,0.412,0.387,0.425949991,0.417450011,0.432749987
07/11/2014 6:10,0.453,0.412,0.387,0.425949991,0.417450011,0.432749987
07/11/2014 6:15,0.453,0.412,0.387,0.425949991,0.417450011,0.432749987
07/11/2014 6:20,0.453,0.412,0.387,0.425949991,0.417450011,0.433600008
07/11/2014 6:25,0.453,0.412,0.387,0.425949991,0.417450011,0.432749987
07/11/2014 6:30,0.453,0.412,0.387,0.425949991,0.417450011,0.432749987
07/11/2014 6:35,0.453,0.412,0.387,0.425949991,0.417450011,0.433600008
07/11/2014 6:40,0.453,0.412,0.387,0.425949991,0.417450011,0.433600008
07/11/2014 6:45,0.453,0.412,0.387,0.425949991,0.417450011,0.433600008
07/11/2014 6:50,0.453,0.412,0.388,0.425949991,0.417450011,0.433600008
07/11/2014 6:55,0.453,0.412,0.388,0.425949991,0.417450011,0.433600008
07/11/2014 7:00,0.453,0.412,0.388,0.425949991,0.417450011,0.433600008
07/11/2014 7:05,0.453,0.412,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 7:10,0.453,0.412,0.388,0.425949991,0.417450011,0.433600008
07/11/2014 7:15,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 7:20,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 7:25,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 7:30,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 7:35,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 7:40,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 7:45,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 7:50,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 7:55,0.453,0.412,0.389,0.425949991,0.418300003,0.432749987
07/11/2014 8:00,0.453,0.412,0.389,0.425949991,0.418300003,0.432749987
07/11/2014 8:05,0.453,0.412,0.389,0.425949991,0.418300003,0.432749987
07/11/2014 8:10,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 8:15,0.453,0.412,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 8:20,0.453,0.413,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 8:25,0.453,0.413,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 8:30,0.453,0.413,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 8:35,0.453,0.413,0.389,0.425949991,0.418300003,0.432749987
07/11/2014 8:40,0.453,0.413,0.389,0.425949991,0.418300003,0.432749987
07/11/2014 8:45,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 8:50,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 8:55,0.453,0.414,0.389,0.425949991,0.418300003,0.432749987
07/11/2014 9:00,0.453,0.414,0.389,0.425949991,0.418300003,0.432749987
07/11/2014 9:05,0.453,0.414,0.389,0.425949991,0.418300003,0.432749987
07/11/2014 9:10,0.453,0.414,0.389,0.425949991,0.418300003,0.432749987
07/11/2014 9:15,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 9:20,0.453,0.414,0.389,0.425949991,0.418300003,0.432749987
07/11/2014 9:25,0.453,0.414,0.389,0.425949991,0.418300003,0.432749987
07/11/2014 9:30,0.453,0.414,0.389,0.425949991,0.418300003,0.432749987
07/11/2014 9:35,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 9:40,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 9:45,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 9:50,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 9:55,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 10:00,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 10:05,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 10:10,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 10:15,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 10:20,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 10:25,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 10:30,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 10:35,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 10:40,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 10:45,0.453,0.414,0.389,0.425949991,0.417450011,0.432749987
07/11/2014 10:50,0.453,0.414,0.388,0.426800013,0.417450011,0.432749987
07/11/2014 10:55,0.453,0.414,0.388,0.425949991,0.417450011,0.432749987
07/11/2014 11:00,0.453,0.414,0.387,0.425949991,0.417450011,0.432749987
07/11/2014 11:05,0.453,0.414,0.387,0.426800013,0.417450011,0.432749987
07/11/2014 11:10,0.453,0.414,0.387,0.426800013,0.416599989,0.432749987
07/11/2014 11:15,0.453,0.414,0.387,0.426800013,0.416599989,0.432749987
07/11/2014 11:20,0.453,0.414,0.387,0.427650005,0.415749997,0.432749987
07/11/2014 11:25,0.453,0.413,0.387,0.426800013,0.416599989,0.432749987
07/11/2014 11:30,0.453,0.413,0.387,0.426800013,0.416599989,0.432749987
07/11/2014 11:35,0.453,0.413,0.387,0.426800013,0.415749997,0.431050003
07/11/2014 11:40,0.453,0.413,0.385,0.426800013,0.416599989,0.431050003
07/11/2014 11:45,0.453,0.413,0.385,0.427650005,0.416599989,0.431050003
07/11/2014 11:50,0.453,0.414,0.385,0.427650005,0.415749997,0.431050003
07/11/2014 11:55,0.453,0.413,0.385,0.427650005,0.415749997,0.431050003
07/11/2014 12:00,0.453,0.413,0.385,0.427650005,0.416599989,0.431050003
07/11/2014 12:05,0.453,0.413,0.385,0.427650005,0.415749997,0.431050003
07/11/2014 12:10,0.453,0.413,0.385,0.427650005,0.415749997,0.429349989
07/11/2014 12:15,0.453,0.414,0.384,0.427650005,0.415749997,0.428499997
07/11/2014 12:20,0.453,0.413,0.384,0.427650005,0.415749997,0.427650005
07/11/2014 12:25,0.453,0.413,0.383,0.427650005,0.415749997,0.425099999
07/11/2014 12:30,0.453,0.413,0.383,0.427650005,0.415749997,0.424250007
07/11/2014 12:35,0.453,0.413,0.383,0.427650005,0.415749997,0.424250007
07/11/2014 12:40,0.453,0.414,0.383,0.427650005,0.415749997,0.424250007
07/11/2014 12:45,0.453,0.413,0.383,0.427650005,0.415749997,0.423400015
07/11/2014 12:50,0.453,0.413,0.383,0.427650005,0.415749997,0.422549993
07/11/2014 12:55,0.453,0.413,0.383,0.427650005,0.415749997,0.422549993
07/11/2014 13:00,0.453,0.413,0.383,0.427650005,0.415749997,0.422549993
07/11/2014 13:05,0.453,0.412,0.383,0.427650005,0.415749997,0.422549993
07/11/2014 13:10,0.453,0.412,0.383,0.427650005,0.415749997,0.422549993
07/11/2014 13:15,0.453,0.412,0.383,0.427650005,0.415749997,0.422549993
07/11/2014 13:20,0.453,0.413,0.383,0.427650005,0.415749997,0.422549993
07/11/2014 13:25,0.453,0.413,0.383,0.427650005,0.415749997,0.423400015
07/11/2014 13:30,0.453,0.413,0.383,0.427650005,0.415749997,0.422549993
07/11/2014 13:35,0.453,0.413,0.383,0.427650005,0.415749997,0.422549993
07/11/2014 13:40,0.453,0.412,0.383,0.427650005,0.415749997,0.422549993
07/11/2014 13:45,0.453,0.413,0.383,0.427650005,0.415749997,0.422549993
07/11/2014 13:50,0.453,0.412,0.383,0.427650005,0.415749997,0.422549993
07/11/2014 13:55,0.453,0.412,0.382,0.427650005,0.415749997,0.423400015
07/11/2014 14:00,0.453,0.413,0.382,0.427650005,0.415749997,0.422549993
07/11/2014 14:05,0.453,0.412,0.382,0.427650005,0.415749997,0.422549993
07/11/2014 14:10,0.453,0.412,0.382,0.427650005,0.415749997,0.422549993
07/11/2014 14:15,0.453,0.412,0.382,0.427650005,0.415749997,0.422549993
07/11/2014 14:20,0.453,0.412,0.382,0.427650005,0.415749997,0.422549993
07/11/2014 14:25,0.453,0.412,0.382,0.427650005,0.415749997,0.422549993
07/11/2014 14:30,0.453,0.412,0.382,0.427650005,0.415749997,0.422549993
07/11/2014 14:35,0.453,0.412,0.382,0.427650005,0.415749997,0.422549993
07/11/2014 14:40,0.453,0.412,0.382,0.427650005,0.415749997,0.422549993
07/11/2014 14:45,0.453,0.413,0.382,0.427650005,0.415749997,0.422549993
07/11/2014 14:50,0.453,0.413,0.382,0.427650005,0.415749997,0.422549993
07/11/2014 14:55,0.453,0.413,0.381,0.427650005,0.415749997,0.422549993
07/11/2014 15:00,0.453,0.414,0.381,0.427650005,0.415749997,0.422549993
07/11/2014 15:05,0.453,0.414,0.382,0.427650005,0.415749997,0.422549993
07/11/2014 15:10,0.453,0.414,0.381,0.427650005,0.415749997,0.422549993
07/11/2014 15:15,0.453,0.413,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 15:20,0.453,0.413,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 15:25,0.453,0.414,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 15:30,0.453,0.413,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 15:35,0.453,0.414,0.381,0.427650005,0.415749997,0.422549993
07/11/2014 15:40,0.453,0.414,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 15:45,0.453,0.414,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 15:50,0.453,0.414,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 15:55,0.453,0.413,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 16:00,0.453,0.413,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 16:05,0.453,0.414,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 16:10,0.453,0.413,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 16:15,0.453,0.412,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 16:20,0.453,0.413,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 16:25,0.453,0.413,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 16:30,0.453,0.413,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 16:35,0.453,0.412,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 16:40,0.453,0.413,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 16:45,0.453,0.413,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 16:50,0.453,0.412,0.380,0.427650005,0.415749997,0.421700001
07/11/2014 16:55,0.453,0.412,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 17:00,0.453,0.412,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 17:05,0.453,0.412,0.380,0.427650005,0.415749997,0.421700001
07/11/2014 17:10,0.453,0.412,0.380,0.427650005,0.415749997,0.421700001
07/11/2014 17:15,0.453,0.412,0.380,0.427650005,0.415749997,0.421700001
07/11/2014 17:20,0.453,0.412,0.380,0.427650005,0.415749997,0.420850009
07/11/2014 17:25,0.453,0.412,0.380,0.427650005,0.415749997,0.420850009
07/11/2014 17:30,0.453,0.412,0.380,0.427650005,0.415749997,0.421700001
07/11/2014 17:35,0.453,0.412,0.380,0.427650005,0.415749997,0.421700001
07/11/2014 17:40,0.453,0.412,0.380,0.427650005,0.415749997,0.422549993
07/11/2014 17:45,0.453,0.412,0.380,0.427650005,0.415749997,0.419149995
07/11/2014 17:50,0.453,0.412,0.380,0.427650005,0.415749997,0.419149995
07/11/2014 17:55,0.453,0.412,0.380,0.427650005,0.415749997,0.419149995
07/11/2014 18:00,0.453,0.412,0.380,0.427650005,0.415749997,0.417450011
07/11/2014 18:05,0.453,0.412,0.380,0.427650005,0.415749997,0.417450011
07/11/2014 18:10,0.453,0.412,0.380,0.427650005,0.415749997,0.417450011
07/11/2014 18:15,0.453,0.412,0.380,0.427650005,0.415749997,0.417450011
07/11/2014 18:20,0.453,0.412,0.380,0.427650005,0.415749997,0.417450011
07/11/2014 18:25,0.453,0.412,0.380,0.427650005,0.415749997,0.415749997
07/11/2014 18:30,0.453,0.412,0.380,0.427650005,0.415749997,0.415749997
07/11/2014 18:35,0.453,0.412,0.380,0.427650005,0.415749997,0.415749997
07/11/2014 18:40,0.453,0.412,0.380,0.427650005,0.415749997,0.415749997
07/11/2014 18:45,0.453,0.412,0.380,0.427650005,0.415749997,0.416599989
07/11/2014 18:50,0.453,0.412,0.380,0.427650005,0.415749997,0.417450011
07/11/2014 18:55,0.453,0.412,0.380,0.427650005,0.415749997,0.417450011
07/11/2014 19:00,0.453,0.412,0.380,0.427650005,0.415749997,0.416599989
07/11/2014 19:05,0.453,0.412,0.380,0.427650005,0.415749997,0.415749997
07/11/2014 19:10,0.453,0.412,0.380,0.427650005,0.415749997,0.417450011
07/11/2014 19:15,0.453,0.412,0.380,0.427650005,0.415749997,0.417450011
07/11/2014 19:20,0.453,0.412,0.380,0.427650005,0.415749997,0.416599989
07/11/2014 19:25,0.453,0.412,0.381,0.427650005,0.415749997,0.415749997
07/11/2014 19:30,0.453,0.412,0.381,0.427650005,0.415749997,0.416599989
07/11/2014 19:35,0.453,0.412,0.381,0.427650005,0.415749997,0.417450011
07/11/2014 19:40,0.453,0.412,0.381,0.427650005,0.415749997,0.417450011
07/11/2014 19:45,0.453,0.412,0.381,0.427650005,0.415749997,0.417450011
07/11/2014 19:50,0.453,0.412,0.382,0.427650005,0.415749997,0.417450011
07/11/2014 19:55,0.453,0.412,0.381,0.427650005,0.415749997,0.418300003
07/11/2014 20:00,0.453,0.412,0.382,0.427650005,0.415749997,0.417450011
07/11/2014 20:05,0.453,0.412,0.382,0.427650005,0.415749997,0.417450011
07/11/2014 20:10,0.453,0.412,0.382,0.427650005,0.415749997,0.417450011
07/11/2014 20:15,0.453,0.412,0.382,0.427650005,0.415749997,0.417450011
