DATETIME,ATEN50,ATEN20,ATEN0,ATWENTY50,ATWENTY20,ATWENTY0
07/10/2014 16:05,0.452,0.416,0.384,0.424250007,0.415749997,0.432749987
07/10/2014 16:10,0.453,0.413,0.384,0.424250007,0.415749997,0.432749987
07/10/2014 16:15,0.452,0.414,0.383,0.424250007,0.414050013,0.431899995
07/10/2014 16:20,0.452,0.414,0.383,0.424250007,0.415749997,0.432749987
07/10/2014 16:25,0.452,0.415,0.385,0.424250007,0.415749997,0.432749987
07/10/2014 16:30,0.452,0.414,0.385,0.424250007,0.415749997,0.431899995
07/10/2014 16:35,0.452,0.414,0.385,0.424250007,0.415749997,0.431050003
07/10/2014 16:40,0.452,0.414,0.385,0.424250007,0.415749997,0.431050003
07/10/2014 16:45,0.453,0.415,0.385,0.424250007,0.415749997,0.430200011
07/10/2014 16:50,0.453,0.414,0.385,0.424250007,0.415749997,0.429349989
07/10/2014 16:55,0.453,0.415,0.385,0.424250007,0.415749997,0.429349989
07/10/2014 17:00,0.453,0.415,0.385,0.424250007,0.414900005,0.429349989
07/10/2014 17:05,0.453,0.414,0.385,0.424250007,0.414900005,0.429349989
07/10/2014 17:10,0.453,0.414,0.385,0.424250007,0.414900005,0.430200011
07/10/2014 17:15,0.453,0.414,0.385,0.424250007,0.414900005,0.430200011
07/10/2014 17:20,0.453,0.415,0.385,0.424250007,0.414900005,0.430200011
07/10/2014 17:25,0.453,0.415,0.385,0.424250007,0.414050013,0.430200011
07/10/2014 17:30,0.453,0.415,0.385,0.424250007,0.414050013,0.431050003
07/10/2014 17:35,0.453,0.415,0.385,0.424250007,0.414900005,0.430200011
07/10/2014 17:40,0.453,0.415,0.385,0.424250007,0.414050013,0.429349989
07/10/2014 17:45,0.453,0.415,0.386,0.424250007,0.414900005,0.429349989
07/10/2014 17:50,0.453,0.415,0.386,0.424250007,0.414050013,0.429349989
07/10/2014 17:55,0.453,0.415,0.387,0.425099999,0.414050013,0.429349989
07/10/2014 18:00,0.453,0.415,0.386,0.425099999,0.414050013,0.429349989
07/10/2014 18:05,0.453,0.415,0.387,0.425099999,0.414050013,0.429349989
07/10/2014 18:10,0.453,0.415,0.387,0.425099999,0.414050013,0.429349989
07/10/2014 18:15,0.453,0.415,0.387,0.425099999,0.414050013,0.429349989
07/10/2014 18:20,0.453,0.415,0.387,0.425099999,0.414050013,0.429349989
07/10/2014 18:25,0.453,0.415,0.387,0.425099999,0.414050013,0.429349989
07/10/2014 18:30,0.453,0.415,0.387,0.425099999,0.414900005,0.429349989
07/10/2014 18:35,0.453,0.416,0.387,0.425099999,0.414050013,0.429349989
07/10/2014 18:40,0.453,0.415,0.387,0.425099999,0.414050013,0.429349989
07/10/2014 18:45,0.453,0.416,0.387,0.425099999,0.414050013,0.429349989
07/10/2014 18:50,0.453,0.415,0.387,0.425099999,0.414900005,0.429349989
07/10/2014 18:55,0.453,0.416,0.387,0.425099999,0.414050013,0.429349989
07/10/2014 19:00,0.453,0.416,0.388,0.425099999,0.414900005,0.429349989
07/10/2014 19:05,0.453,0.416,0.388,0.425099999,0.414900005,0.429349989
07/10/2014 19:10,0.453,0.416,0.388,0.425099999,0.414050013,0.429349989
07/10/2014 19:15,0.453,0.416,0.388,0.425099999,0.414900005,0.429349989
07/10/2014 19:20,0.453,0.416,0.388,0.425099999,0.414050013,0.429349989
07/10/2014 19:25,0.453,0.416,0.389,0.425099999,0.414050013,0.429349989
07/10/2014 19:30,0.453,0.416,0.389,0.425099999,0.414050013,0.429349989
07/10/2014 19:35,0.453,0.416,0.389,0.425099999,0.414900005,0.429349989
07/10/2014 19:40,0.453,0.416,0.389,0.425099999,0.414900005,0.429349989
07/10/2014 19:45,0.453,0.416,0.389,0.425099999,0.414900005,0.429349989
07/10/2014 19:50,0.453,0.416,0.389,0.425099999,0.414900005,0.429349989
07/10/2014 19:55,0.453,0.416,0.389,0.425099999,0.415749997,0.429349989
07/10/2014 20:00,0.453,0.416,0.389,0.425099999,0.414900005,0.429349989
07/10/2014 20:05,0.453,0.416,0.389,0.425099999,0.414900005,0.429349989
07/10/2014 20:10,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 20:15,0.453,0.416,0.389,0.425949991,0.414900005,0.429349989
07/10/2014 20:20,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 20:25,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 20:30,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 20:35,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 20:40,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 20:45,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 20:50,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 20:55,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 21:00,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 21:05,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 21:10,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 21:15,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 21:20,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 21:25,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 21:30,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 21:35,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 21:40,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 21:45,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 21:50,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 21:55,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 22:00,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 22:05,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 22:10,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 22:15,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 22:20,0.453,0.416,0.389,0.425949991,0.415749997,0.429349989
07/10/2014 22:25,0.453,0.416,0.390,0.425949991,0.415749997,0.429349989
07/10/2014 22:30,0.453,0.416,0.390,0.425949991,0.415749997,0.429349989
07/10/2014 22:35,0.453,0.416,0.390,0.425949991,0.415749997,0.429349989
07/10/2014 22:40,0.453,0.416,0.390,0.425949991,0.415749997,0.429349989
07/10/2014 22:45,0.453,0.416,0.390,0.425949991,0.415749997,0.429349989
07/10/2014 22:50,0.453,0.416,0.390,0.425949991,0.415749997,0.429349989
07/10/2014 22:55,0.453,0.416,0.390,0.425949991,0.415749997,0.429349989
07/10/2014 23:00,0.453,0.416,0.390,0.425949991,0.415749997,0.430200011
07/10/2014 23:05,0.453,0.416,0.390,0.425949991,0.415749997,0.429349989
07/10/2014 23:10,0.453,0.416,0.390,0.425949991,0.415749997,0.429349989
07/10/2014 23:15,0.453,0.416,0.390,0.425949991,0.415749997,0.430200011
07/10/2014 23:20,0.453,0.416,0.390,0.425949991,0.415749997,0.430200011
07/10/2014 23:25,0.453,0.416,0.390,0.425949991,0.415749997,0.430200011
07/10/2014 23:30,0.453,0.416,0.390,0.425949991,0.415749997,0.431050003
07/10/2014 23:35,0.453,0.416,0.390,0.425949991,0.415749997,0.431050003
07/10/2014 23:40,0.453,0.416,0.390,0.425949991,0.415749997,0.431050003
07/10/2014 23:45,0.453,0.416,0.390,0.425949991,0.415749997,0.431050003
07/10/2014 23:50,0.453,0.416,0.390,0.425949991,0.415749997,0.431050003
07/10/2014 23:55,0.453,0.416,0.390,0.425949991,0.415749997,0.431050003
07/11/2014 0:00,0.453,0.416,0.390,0.425949991,0.415749997,0.431050003
07/11/2014 0:05,0.453,0.416,0.390,0.425949991,0.415749997,0.431050003
07/11/2014 0:10,0.453,0.416,0.390,0.425949991,0.415749997,0.431050003
07/11/2014 0:15,0.453,0.416,0.390,0.425949991,0.415749997,0.431050003
07/11/2014 0:20,0.453,0.416,0.390,0.425949991,0.415749997,0.431050003
07/11/2014 0:25,0.453,0.416,0.390,0.425949991,0.415749997,0.431050003
07/11/2014 0:30,0.453,0.416,0.390,0.425949991,0.415749997,0.431899995
07/11/2014 0:35,0.453,0.416,0.390,0.425949991,0.415749997,0.431050003
07/11/2014 0:40,0.453,0.416,0.391,0.425949991,0.415749997,0.431050003
07/11/2014 0:45,0.453,0.416,0.391,0.425949991,0.415749997,0.431050003
07/11/2014 0:50,0.453,0.416,0.391,0.425949991,0.415749997,0.431050003
07/11/2014 0:55,0.453,0.416,0.391,0.425949991,0.415749997,0.431050003
07/11/2014 1:00,0.453,0.416,0.391,0.425949991,0.416599989,0.431050003
07/11/2014 1:05,0.453,0.416,0.391,0.425949991,0.416599989,0.431899995
07/11/2014 1:10,0.453,0.416,0.392,0.425949991,0.416599989,0.431050003
07/11/2014 1:15,0.453,0.416,0.391,0.425949991,0.416599989,0.431899995
07/11/2014 1:20,0.453,0.416,0.392,0.425949991,0.416599989,0.431899995
07/11/2014 1:25,0.453,0.416,0.392,0.425949991,0.417450011,0.431899995
07/11/2014 1:30,0.453,0.416,0.392,0.425949991,0.416599989,0.431050003
07/11/2014 1:35,0.453,0.416,0.392,0.425949991,0.417450011,0.431899995
07/11/2014 1:40,0.453,0.416,0.392,0.425949991,0.417450011,0.431899995
07/11/2014 1:45,0.453,0.416,0.392,0.425949991,0.416599989,0.432749987
07/11/2014 1:50,0.453,0.416,0.392,0.425949991,0.417450011,0.431899995
07/11/2014 1:55,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 2:00,0.453,0.416,0.392,0.425949991,0.417450011,0.431899995
07/11/2014 2:05,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 2:10,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 2:15,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 2:20,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 2:25,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 2:30,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 2:35,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 2:40,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 2:45,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 2:50,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 2:55,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 3:00,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 3:05,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 3:10,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 3:15,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 3:20,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 3:25,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 3:30,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 3:35,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 3:40,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 3:45,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
07/11/2014 3:50,0.453,0.416,0.392,0.425949991,0.417450011,0.432749987
